state_fips,county_fips,census_year,pnsp_year,harvested_cropland_acres,group_acres,coverage,n_crop_groups,n_suppressed_crop_records,shannon_H,effective_n_crops,top1_share,top3_share,dominant_crop,stratum,high_input_acres,high_input_share,total_kg_high,insecticide_kg_high,neonic_kg_high,insecticide_kg_low,insecticide_g_per_acre_high,insecticide_g_per_acre_low,total_g_per_acre_high
19,47,2017,2018,365139.0,365118.0,0.999942,7,2,0.821244,2.273327,0.574061,0.997551,Corn,Corn / soybean,25.0,6.8e-05,411876.6,3977.7,94.1,449.5,10.89366,1.231038,1127.999474
19,49,2017,2018,242915.0,242506.0,0.998316,7,0,0.788996,2.201185,0.560695,0.997806,Corn,Corn / soybean,401.0,0.001654,287053.2,3933.4,116.7,1972.1,16.192495,8.118478,1181.702242
19,51,2017,2018,96757.0,96716.0,0.999576,8,3,1.144989,3.142407,0.374881,0.988461,Soybeans,Corn / soybean,99.0,0.001024,136713.2,2759.4,43.6,1520.7,28.518867,15.716692,1412.954102
19,53,2017,2018,98161.0,98094.0,0.999317,8,0,1.09146,2.97862,0.421392,0.996157,Soybeans,Corn / soybean,18.0,0.000183,92122.3,1416.9,28.7,36.2,14.43445,0.368782,938.481678
19,55,2017,2018,300541.0,300487.0,0.99982,8,2,0.711209,2.036453,0.754166,0.99569,Corn,Corn / soybean,27.0,9e-05,303730.7,4462.1,175.6,3323.3,14.846893,11.057726,1010.613194
19,57,2017,2018,132750.0,132679.0,0.999465,6,3,0.834301,2.303205,0.501443,0.996149,Corn,Corn / soybean,81.0,0.00061,197769.6,3135.8,56.9,2065.4,23.621846,15.558569,1489.789831
19,59,2017,2018,167805.0,167771.0,0.999797,5,2,0.761814,2.142158,0.527403,0.99972,Corn,Corn / soybean,7.0,4.2e-05,179414.8,5425.8,86.5,4971.6,32.333959,29.627246,1069.186258
19,61,2017,2018,238521.0,238461.0,0.999748,11,1,0.882521,2.416984,0.686381,0.991378,Corn,Corn / soybean,176.0,0.000738,230609.1,4896.7,114.3,3745.0,20.529429,15.700924,966.829336
19,63,2017,2018,202064.0,202057.0,0.999965,5,2,0.752258,2.121786,0.549459,0.999297,Corn,Corn / soybean,5.0,2.5e-05,206563.2,6171.1,89.2,5750.1,30.540324,28.456826,1022.266213
19,65,2017,2018,305653.0,305627.0,0.999915,6,2,0.866129,2.377689,0.566144,0.995239,Corn,Corn / soybean,17.0,5.6e-05,366369.2,4617.7,302.7,3357.4,15.107655,10.984352,1198.644214
19,67,2017,2018,264794.0,264660.0,0.999494,7,2,0.789803,2.202961,0.555464,0.997672,Corn,Corn / soybean,51.0,0.000193,281604.8,3283.3,178.3,1735.4,12.39945,6.553774,1063.486333
19,69,2017,2018,316532.0,316298.0,0.999261,6,2,0.701192,2.016154,0.61964,0.999617,Corn,Corn / soybean,20.0,6.3e-05,370167.1,3804.2,201.5,2258.8,12.018374,7.136087,1169.446059
19,71,2017,2018,233651.0,233421.0,0.999016,6,3,0.773416,2.167156,0.501703,0.998569,Soybeans,Corn / soybean,34.0,0.000146,279964.6,3064.3,76.2,1210.0,13.114859,5.178664,1198.216999
19,73,2017,2018,310871.0,310358.0,0.99835,5,5,0.769155,2.157942,0.527269,0.99818,Corn,Corn / soybean,32.0,0.000103,348176.7,3274.8,82.3,365.6,10.534273,1.176051,1120.003796
19,75,2017,2018,289456.0,289436.0,0.999931,5,3,0.72504,2.064814,0.543868,0.999865,Corn,Corn / soybean,4.0,1.4e-05,345926.5,4491.3,141.9,2353.8,15.516348,8.131806,1195.091827
19,77,2017,2018,232237.0,232196.0,0.999823,7,1,0.921104,2.512061,0.488316,0.997506,Corn,Corn / soybean,40.0,0.000172,234539.1,2294.9,60.4,280.8,9.881716,1.20911,1009.912718
19,79,2017,2018,284934.0,284247.0,0.997589,5,3,0.713788,2.041711,0.604837,0.999226,Corn,Corn / soybean,18.0,6.3e-05,386513.5,5093.3,132.6,2692.6,17.875368,9.449908,1356.501857
19,81,2017,2018,316980.0,316976.0,0.999987,8,1,0.713197,2.040505,0.617839,0.999016,Corn,Corn / soybean,35.0,0.00011,366540.9,3827.0,223.9,2251.9,12.073317,7.104234,1156.353398
19,83,2017,2018,296883.0,297190.0,1.001034,7,1,0.73772,2.091162,0.649944,0.995774,Corn,Corn / soybean,1068.0,0.003594,358565.0,4845.1,116.4,2530.5,16.319897,8.52356,1207.765349
19,85,2017,2018,315521.0,315353.0,0.999468,7,2,0.773674,2.167717,0.550583,0.998278,Corn,Corn / soybean,143.0,0.000453,364077.1,3414.5,86.6,401.6,10.821784,1.272815,1153.891817
19,87,2017,2018,184209.0,184004.0,0.998887,6,4,0.83832,2.312478,0.501821,0.999397,Corn,Corn / soybean,33.0,0.000179,215642.7,3412.8,56.0,2181.8,18.526782,11.844155,1170.6415
19,89,2017,2018,251990.0,252042.0,1.000206,8,2,0.822097,2.275266,0.556443,0.996239,Corn,Corn / soybean,190.0,0.000754,265379.5,3181.4,241.2,2343.7,12.625104,9.300766,1053.135045
19,91,2017,2018,217589.0,217580.0,0.999959,5,3,0.740626,2.097248,0.526459,0.999035,Corn,Corn / soybean,0.0,0.0,279584.6,2831.9,186.2,1742.8,13.014904,8.009596,1284.920653
19,93,2017,2018,231667.0,231667.0,1.0,7,0,0.81749,2.264809,0.54625,0.997384,Corn,Corn / soybean,64.0,0.000276,257034.0,2415.5,63.0,254.1,10.426604,1.096833,1109.497684
19,95,2017,2018,245982.0,245856.0,0.999488,8,4,0.886735,2.427192,0.522977,0.996628,Corn,Corn / soybean,43.0,0.000175,308351.5,4836.7,235.5,2661.6,19.662821,10.820304,1253.553106
19,97,2017,2018,194975.0,194926.0,0.999749,7,3,0.984418,2.676253,0.588254,0.993249,Corn,Corn / soybean,96.0,0.000492,248820.0,4819.1,126.3,2040.6,24.716502,10.465957,1276.163611
19,99,2017,2018,301254.0,301230.0,0.99992,7,2,0.83047,2.294396,0.521163,0.998496,Corn,Corn / soybean,89.0,0.000295,386953.4,5753.5,162.8,2645.8,19.098502,8.782622,1284.475559
19,101,2017,2018,142349.0,142205.0,0.998988,8,6,0.879614,2.40997,0.501965,0.997419,Corn,Corn / soybean,133.0,0.000935,198545.7,3261.4,57.1,2081.1,22.911295,14.619702,1394.781137
19,103,2017,2018,243323.0,242934.0,0.998401,9,1,0.918773,2.506214,0.491788,0.99322,Corn,Corn / soybean,374.0,0.00154,272646.5,4331.6,223.3,2403.5,17.801852,9.877817,1120.512652
19,105,2017,2018,262850.0,262560.0,0.998897,8,2,0.844162,2.326027,0.624391,0.998073,Corn,Corn / soybean,62.0,0.000236,322948.8,5142.0,177.6,2674.7,19.562488,10.175766,1228.642952
19,107,2017,2018,219563.0,219536.0,0.999877,9,2,0.879977,2.410845,0.510472,0.997563,Corn,Corn / soybean,58.0,0.000264,320392.4,5052.9,85.5,3266.6,23.01344,14.877734,1459.227648
19,109,2017,2018,539802.0,539600.0,0.999626,5,5,0.759065,2.136278,0.573732,0.994522,Corn,Corn / soybean,315.0,0.000584,622215.2,6329.6,407.5,4046.3,11.725781,7.495897,1152.673017
19,111,2017,2018,147223.0,147186.0,0.999749,8,1,0.953796,2.595544,0.480195,0.99307,Corn,Corn / soybean,188.0,0.001277,204154.6,3282.1,58.7,2152.6,22.293392,14.621357,1386.703165
19,113,2017,2018,266156.0,265414.0,0.997212,8,3,0.858665,2.360008,0.550197,0.996903,Corn,Corn / soybean,312.0,0.001176,357736.7,5459.3,256.4,3146.3,20.511655,11.821263,1344.086551
19,115,2017,2018,149708.0,149780.0,1.000481,8,1,0.798191,2.221518,0.53395,0.995013,Corn,Corn / soybean,531.0,0.003545,216130.7,3330.4,58.4,2205.0,22.245972,14.728672,1443.6817
19,117,2017,2018,76567.0,76212.0,0.995364,7,2,1.118787,3.061138,0.3548,0.996536,Soybeans,Corn / soybean,41.0,0.000538,83016.9,1049.4,25.5,32.7,13.705643,0.427077,1084.238641
19,119,2017,2018,313166.0,313065.0,0.999677,8,4,0.779888,2.181227,0.583531,0.997556,Corn,Corn / soybean,43.0,0.000137,305868.5,9171.1,124.7,8470.1,29.285108,27.046678,976.697662
19,121,2017,2018,155061.0,151978.0,0.980118,8,2,1.015952,2.761992,0.44132,0.996769,Soybeans,Corn / soybean,137.0,0.000901,161582.2,2142.9,44.5,78.7,13.819723,0.507542,1042.055707
19,123,2017,2018,229660.0,229602.0,0.999747,7,3,0.839815,2.315938,0.542704,0.998014,Corn,Corn / soybean,136.0,0.000592,337361.4,5156.6,81.8,3327.1,22.453192,14.487068,1468.960202
19,125,2017,2018,163839.0,163694.0,0.999115,7,3,0.963161,2.619966,0.460939,0.994587,Soybeans,Corn / soybean,317.0,0.001937,172009.1,2257.7,48.4,80.9,13.779991,0.493777,1049.866637
19,127,2017,2018,272789.0,272665.0,0.999545,7,3,0.785965,2.194523,0.527724,0.999509,Corn,Corn / soybean,89.0,0.000326,332811.1,4474.6,137.5,2274.3,16.403154,8.337213,1220.031233
19,129,2017,2018,179443.0,179306.0,0.999237,8,3,0.771562,2.163143,0.498137,0.999052,Soybeans,Corn / soybean,59.0,0.000329,234374.9,2642.0,67.1,1056.1,14.723338,5.885434,1306.124508
19,131,2017,2018,256255.0,256164.0,0.999645,7,3,0.783869,2.189929,0.604008,0.997314,Corn,Corn / soybean,316.0,0.001234,278476.1,3153.6,165.2,1759.7,12.306492,6.866988,1086.714796
19,133,2017,2018,271633.0,271608.0,0.999908,6,3,0.791976,2.207755,0.555529,0.997791,Corn,Corn / soybean,9.0,3.3e-05,358879.2,3343.8,89.5,381.9,12.309992,1.405941,1321.191461
19,135,2017,2018,79478.0,79429.0,0.999383,6,2,1.110005,3.034374,0.389216,0.996487,Corn,Corn / soybean,59.0,0.000743,70047.7,1020.9,20.0,29.4,12.845064,0.369914,881.347039
19,137,2017,2018,191971.0,191944.0,0.999859,3,2,0.830776,2.295098,0.485647,1.0,Corn,Corn / soybean,0.0,0.0,225273.0,2710.8,60.5,975.0,14.120883,5.078892,1173.474118
19,139,2017,2018,173762.0,173658.0,0.999401,7,2,0.856788,2.355582,0.518744,0.993481,Corn,Corn / soybean,685.0,0.003945,228657.0,3501.7,178.0,2029.4,20.152277,11.679193,1315.920627
19,141,2017,2018,286882.0,286784.0,0.999658,5,3,0.768785,2.157145,0.529733,0.9981,Corn,Corn / soybean,11.0,3.8e-05,312485.8,9310.2,146.0,8681.3,32.453064,30.260874,1089.248541
19,143,2017,2018,217697.0,217697.0,1.0,4,0,0.750862,2.118825,0.550922,0.999316,Corn,Corn / soybean,0.0,0.0,223448.4,6672.6,104.6,6238.9,30.650859,28.65864,1026.419289
19,145,2017,2018,255520.0,255386.0,0.999476,7,2,0.836884,2.309161,0.484561,0.999789,Soybeans,Corn / soybean,13.0,5.1e-05,278642.1,3182.7,74.4,1188.3,12.455776,4.650517,1090.490373
19,147,2017,2018,309960.0,309882.0,0.999748,6,3,0.742871,2.101963,0.602178,0.995166,Corn,Corn / soybean,14.0,4.5e-05,288354.8,8696.0,115.8,8097.4,28.055233,26.124016,930.296812
19,149,2017,2018,435918.0,435869.0,0.999888,7,3,0.786115,2.194852,0.533773,0.998243,Corn,Corn / soybean,60.0,0.000138,437329.6,13043.5,201.3,12015.1,29.921912,27.562753,1003.238224
19,151,2017,2018,309425.0,308695.0,0.997641,4,5,0.718255,2.050851,0.538966,0.999984,Corn,Corn / soybean,5.0,1.6e-05,333678.1,10020.5,147.3,9385.1,32.384261,30.330775,1078.381191
19,153,2017,2018,164262.0,163650.0,0.996274,6,2,0.839433,2.315053,0.515637,0.996987,Corn,Corn / soybean,493.0,0.003013,174497.3,2400.6,76.1,1227.1,14.614457,7.470383,1062.310821
19,155,2017,2018,449644.0,449319.0,0.999277,8,1,0.781389,2.184505,0.527425,0.998108,Corn,Corn / soybean,127.0,0.000283,544511.7,6013.6,133.0,2140.7,13.374136,4.760877,1210.984023
19,157,2017,2018,262578.0,262531.0,0.999821,6,3,0.867957,2.38204,0.520483,0.99789,Corn,Corn / soybean,49.0,0.000187,316863.9,4807.4,135.2,2143.2,18.308465,8.162146,1206.741997
19,159,2017,2018,138849.0,138724.0,0.9991,4,5,1.10793,3.028083,0.400097,0.995588,Soybeans,Corn / soybean,0.0,0.0,126491.5,1699.8,37.8,43.4,12.242076,0.31257,911.000439
19,161,2017,2018,317755.0,317692.0,0.999802,7,3,0.792522,2.208961,0.538027,0.99656,Corn,Corn / soybean,34.0,0.000107,354517.3,3279.9,91.5,384.5,10.322104,1.210052,1115.693852
19,163,2017,2018,190529.0,189698.0,0.995638,8,6,0.772955,2.166157,0.589653,0.997907,Corn,Corn / soybean,89.0,0.000469,250976.9,3781.5,166.8,2146.6,19.847372,11.266526,1317.263514
19,165,2017,2018,324997.0,324872.0,0.999615,7,2,0.790967,2.205527,0.524613,0.99904,Corn,Corn / soybean,39.0,0.00012,360684.7,3395.8,87.8,389.2,10.448712,1.19755,1109.809321
19,167,2017,2018,442691.0,442524.0,0.999623,7,2,0.764532,2.147989,0.609571,0.998994,Corn,Corn / soybean,121.0,0.000273,388570.1,11675.5,159.5,10874.0,26.373927,24.563409,877.745651
19,169,2017,2018,269685.0,269412.0,0.998988,7,6,0.761985,2.142525,0.591481,0.998163,Corn,Corn / soybean,208.0,0.000772,340688.9,4688.5,132.4,2447.8,17.385097,9.076515,1263.284573
19,171,2017,2018,329892.0,329878.0,0.999958,8,1,0.838071,2.311903,0.513935,0.998396,Corn,Corn / soybean,69.0,0.000209,384371.8,5736.0,163.3,2602.7,17.387509,7.889552,1165.14435
19,173,2017,2018,182735.0,182206.0,0.997105,4,2,0.940425,2.561069,0.465232,0.99899,Soybeans,Corn / soybean,0.0,0.0,203510.6,2591.5,56.9,950.0,14.181739,5.198785,1113.692506
19,175,2017,2018,147048.0,147048.0,1.0,5,0,1.019707,2.772381,0.427037,0.997865,Corn,Corn / soybean,49.0,0.000333,130257.2,1614.5,36.3,42.7,10.979408,0.290381,885.814156
19,177,2017,2018,109370.0,109319.0,0.999534,8,2,1.081443,2.948933,0.413853,0.992307,Corn,Corn / soybean,47.0,0.00043,140933.2,2556.9,41.4,1508.4,23.37844,13.791716,1288.591021
19,179,2017,2018,131984.0,131931.0,0.999598,5,2,0.985608,2.679441,0.453176,0.998575,Corn,Corn / soybean,6.0,4.5e-05,156581.2,2793.5,45.2,1659.4,21.165444,12.572736,1186.365014
19,181,2017,2018,152454.0,152279.0,0.998852,8,1,0.999787,2.717702,0.4515,0.997846,Soybeans,Corn / soybean,249.0,0.001635,153285.9,1881.7,46.4,97.4,12.342739,0.638881,1005.456728
19,183,2017,2018,226825.0,226798.0,0.999881,9,3,0.859104,2.361045,0.522222,0.997425,Corn,Corn / soybean,78.0,0.000344,310034.9,4819.0,75.4,3085.2,21.245454,13.601675,1366.846247
19,185,2017,2018,154469.0,154460.0,0.999942,6,2,1.051247,2.861216,0.445889,0.998479,Soybeans,Corn / soybean,65.0,0.000421,146162.1,1924.2,47.2,56.8,12.456868,0.367711,946.222867
19,187,2017,2018,371560.0,371531.0,0.999922,7,1,0.733083,2.081488,0.554691,0.999357,Corn,Corn / soybean,119.0,0.00032,430988.2,5556.8,179.5,2947.1,14.955324,7.931693,1159.942405
19,189,2017,2018,214957.0,214948.0,0.999958,5,2,0.729505,2.074053,0.578372,0.998469,Corn,Corn / soybean,135.0,0.000628,244501.3,2499.8,155.0,1564.5,11.629303,7.2782,1137.442837
19,191,2017,2018,288098.0,287857.0,0.999163,9,2,0.959954,2.611576,0.609758,0.989752,Corn,Corn / soybean,139.0,0.000483,270781.8,5041.3,184.8,3766.9,17.49856,13.075065,939.894758
19,193,2017,2018,359699.0,359658.0,0.999886,7,2,0.801046,2.22787,0.530251,0.997792,Corn,Corn / soybean,40.0,0.000111,415751.8,3902.8,108.1,447.2,10.850183,1.243262,1155.832516
19,195,2017,2018,211584.0,211489.0,0.999551,5,2,0.764457,2.147827,0.541144,0.998704,Corn,Corn / soybean,8.0,3.8e-05,237424.2,2524.3,162.6,1495.6,11.930486,7.068587,1122.127382
19,197,2017,2018,323228.0,323154.0,0.999771,4,2,0.725859,2.066505,0.564366,0.999972,Corn,Corn / soybean,9.0,2.8e-05,373143.0,3806.9,240.1,2314.5,11.777754,7.16058,1154.426597
20,1,2017,2018,115022.0,116005.0,1.008546,5,5,1.166683,3.211324,0.493186,0.956407,Soybeans,Corn / soybean,0.0,0.0,149335.0,4318.7,490.0,930.5,37.54673,8.089757,1298.316844
20,3,2017,2018,223859.0,225840.0,1.008849,9,2,1.163361,3.200673,0.51993,0.954468,Soybeans,Corn / soybean,26.0,0.000115,246344.1,2494.1,20.5,699.9,11.141388,3.126522,1100.443136
20,5,2017,2018,161279.0,161693.0,1.002567,7,3,1.050951,2.860369,0.440854,0.990241,Soybeans,Corn / soybean,42.0,0.00026,286390.2,1282.1,15.7,534.6,7.949578,3.314753,1775.743897
20,7,2017,2018,197456.0,204442.0,1.03538,9,3,1.331525,3.786815,0.620572,0.828744,Wheat,Hay & small grains,8022.0,0.039239,63786.9,2120.3,45.8,976.0,10.738088,4.942873,323.043615
20,9,2017,2018,315051.0,327847.0,1.040616,9,4,1.467326,4.33762,0.458403,0.760416,Wheat,Hay & small grains,20.0,6.1e-05,370246.4,5924.0,68.8,3779.8,18.803305,11.997423,1175.195127
20,11,2017,2018,109378.0,112755.0,1.030875,9,0,1.205569,3.338658,0.456663,0.936624,Hay & haylage,Hay & small grains,69.0,0.000612,76724.7,2136.5,248.3,467.5,19.533179,4.274168,701.463731
20,13,2017,2018,244983.0,245033.0,1.000204,6,4,0.896596,2.451245,0.4812,0.993617,Soybeans,Corn / soybean,16.0,6.5e-05,520738.5,2428.7,27.2,992.7,9.913749,4.052118,2125.610757
20,15,2017,2018,300538.0,316077.0,1.051704,8,4,1.387591,4.00519,0.31194,0.862913,Soybeans,Corn / soybean,212.0,0.000671,251621.2,6171.5,547.4,1143.1,20.534841,3.803512,837.23589
20,17,2017,2018,59669.0,61401.0,1.029027,5,2,1.291037,3.636557,0.480676,0.856045,Soybeans,Corn / soybean,0.0,0.0,65569.6,563.7,7.2,279.9,9.447117,4.690878,1098.88887
20,19,2017,2018,33542.0,35652.0,1.062906,6,2,1.25744,3.516407,0.455935,0.895237,Hay & haylage,Hay & small grains,278.0,0.007798,18805.3,471.5,57.8,116.3,14.057003,3.467295,560.649335
20,23,2017,2018,203258.0,205597.0,1.011508,7,5,1.344007,3.834377,0.454554,0.903967,Wheat,Hay & small grains,0.0,0.0,401764.7,6293.5,0.2,1292.0,30.963111,6.356453,1976.62429
20,25,2017,2018,76526.0,78676.0,1.028095,5,2,1.138636,3.122506,0.530225,0.961945,Wheat,Hay & small grains,0.0,0.0,102798.4,1735.0,0.1,1639.8,22.672033,21.428011,1343.313384
20,27,2017,2018,239122.0,249069.0,1.041598,7,0,1.373008,3.947205,0.445788,0.871044,Soybeans,Corn / soybean,7.0,2.8e-05,315564.4,4897.4,3.4,492.1,20.480759,2.057945,1319.679494
20,29,2017,2018,184352.0,193965.0,1.052145,8,2,1.445384,4.243481,0.379682,0.835233,Soybeans,Corn / soybean,17.0,8.8e-05,324815.6,4918.9,3.2,844.7,26.682108,4.581995,1761.931522
20,31,2017,2018,176298.0,181328.0,1.028531,5,6,1.222108,3.394334,0.441079,0.93632,Soybeans,Corn / soybean,0.0,0.0,206183.6,1912.0,21.2,689.0,10.845273,3.908156,1169.517521
20,33,2017,2018,101851.0,102999.0,1.011271,5,5,1.132032,3.101952,0.52918,0.960757,Wheat,Hay & small grains,0.0,0.0,49781.4,1626.4,6.2,673.5,15.968424,6.612601,488.766924
20,35,2017,2018,210260.0,241571.0,1.148916,8,4,1.434243,4.196466,0.426682,0.829292,Soybeans,Corn / soybean,8572.0,0.035484,189864.0,6235.5,713.8,1777.1,29.65614,8.451917,902.99629
20,37,2017,2018,191205.0,208681.0,1.091399,9,1,1.294878,3.65055,0.45134,0.85923,Soybeans,Corn / soybean,75.0,0.000359,166754.8,4387.6,432.8,887.8,22.947099,4.643184,872.125729
20,39,2017,2018,162082.0,169517.0,1.045872,6,3,1.186045,3.274106,0.430352,0.919406,Corn,Corn / soybean,0.0,0.0,335236.9,7040.2,0.1,516.4,43.436039,3.186042,2068.316655
20,41,2017,2018,313594.0,335374.0,1.069453,10,2,1.427627,4.168793,0.359357,0.824062,Wheat,Hay & small grains,27.0,8.1e-05,300231.7,6512.9,158.4,4854.8,20.768573,15.481164,957.38981
20,43,2017,2018,136766.0,136844.0,1.00057,5,3,0.840071,2.316531,0.491779,0.997501,Corn,Corn / soybean,30.0,0.000219,344663.6,1542.2,15.3,650.8,11.276194,4.758493,2520.0971
20,45,2017,2018,138165.0,139771.0,1.011624,9,2,1.209808,3.352842,0.431871,0.964614,Soybeans,Corn / soybean,384.0,0.002747,122460.9,1251.3,10.2,367.5,9.056563,2.659863,886.338074
20,47,2017,2018,205804.0,210137.0,1.021054,6,5,1.440272,4.221842,0.414135,0.819023,Wheat,Hay & small grains,0.0,0.0,321776.1,29763.5,188.4,3780.8,144.62061,18.370877,1563.507512
20,49,2017,2018,45438.0,45749.0,1.006844,6,1,1.159861,3.189491,0.414064,0.957551,Soybeans,Corn / soybean,12.0,0.000262,32938.1,888.6,103.6,195.3,19.556318,4.298165,724.902064
20,51,2017,2018,158856.0,166312.0,1.046936,6,5,1.172172,3.228997,0.437262,0.936643,Wheat,Hay & small grains,19.0,0.000114,201825.4,2180.3,1.8,582.6,13.725009,3.667472,1270.492773
20,53,2017,2018,143156.0,149811.0,1.046488,6,4,1.354878,3.876289,0.502326,0.847962,Wheat,Hay & small grains,0.0,0.0,130881.0,2127.1,33.0,1203.8,14.858616,8.409008,914.25438
20,55,2017,2018,451820.0,462585.0,1.023826,6,3,1.460074,4.306279,0.305248,0.851601,Corn,Corn / soybean,0.0,0.0,692851.6,46470.9,13.4,45806.1,102.852685,101.381302,1533.468195
20,57,2017,2018,323270.0,333052.0,1.03026,5,4,1.318857,3.739146,0.423889,0.898559,Wheat,Hay & small grains,0.0,0.0,539984.1,27889.2,11.2,27398.9,86.272156,84.755468,1670.381106
20,59,2017,2018,195486.0,198234.0,1.014057,7,2,1.185668,3.272872,0.496898,0.957278,Soybeans,Corn / soybean,118.0,0.000595,204868.9,1914.6,20.7,676.7,9.794052,3.461629,1047.997811
20,61,2017,2018,55387.0,57279.0,1.03416,5,3,1.418143,4.129447,0.321444,0.849055,Soybeans,Corn / soybean,0.0,0.0,63833.0,765.9,4.7,280.8,13.828155,5.069782,1152.490657
20,63,2017,2018,225647.0,231579.0,1.026289,7,3,1.230142,3.421716,0.427642,0.935387,Corn,Corn / soybean,0.0,0.0,223683.7,27555.5,2.5,429.4,122.117733,1.902972,991.299242
20,65,2017,2018,159984.0,168278.0,1.051843,6,4,1.381465,3.980731,0.369175,0.884346,Wheat,Hay & small grains,0.0,0.0,328854.7,2718.8,0.2,476.1,16.994199,2.975923,2055.54743
20,67,2017,2018,190036.0,200054.0,1.052716,9,1,1.286187,3.61896,0.426985,0.925855,Corn,Corn / soybean,1317.0,0.006583,322664.3,27511.5,1.3,27342.4,144.769938,143.880107,1697.911448
20,69,2017,2018,293962.0,310281.0,1.055514,5,3,1.418411,4.130554,0.310299,0.877092,Wheat,Hay & small grains,0.0,0.0,587781.0,41432.5,23.5,40946.9,140.945088,139.293174,1999.513543
20,71,2017,2018,242022.0,249505.0,1.030919,5,2,1.14696,3.148605,0.464151,0.978477,Wheat,Hay & small grains,0.0,0.0,334045.4,15560.4,0.2,360.5,64.293329,1.489534,1380.227417
20,73,2017,2018,88255.0,88518.0,1.00298,8,5,1.170305,3.222975,0.444508,0.940961,Soybeans,Corn / soybean,48.0,0.000542,58958.5,1546.6,191.7,362.5,17.52422,4.107416,668.047136
20,75,2017,2018,176596.0,184511.0,1.04482,6,4,1.118931,3.06158,0.520652,0.943711,Wheat,Hay & small grains,5.0,2.7e-05,351270.9,14238.9,0.0,13910.8,80.629799,78.771886,1989.121498
20,77,2017,2018,274631.0,287025.0,1.04513,8,3,1.154203,3.171496,0.681331,0.857082,Wheat,Hay & small grains,8316.0,0.028973,101508.3,3553.8,154.2,1886.3,12.940273,6.868489,369.61705
20,79,2017,2018,280678.0,303300.0,1.080598,8,3,1.386777,4.001931,0.346109,0.905361,Soybeans,Corn / soybean,2033.0,0.006703,317523.5,28417.4,596.6,4957.8,101.245555,17.663657,1131.273203
20,81,2017,2018,236018.0,239030.0,1.012762,5,5,1.320433,3.745044,0.454039,0.902991,Corn,Corn / soybean,0.0,0.0,503090.1,45446.1,20.9,45149.6,192.553534,191.297274,2131.575134
20,83,2017,2018,167301.0,173475.0,1.036904,5,2,1.15277,3.166953,0.548903,0.93455,Wheat,Hay & small grains,0.0,0.0,275564.8,11552.1,3.1,11379.2,69.049796,68.01633,1647.119862
20,85,2017,2018,146882.0,147823.0,1.006407,8,2,1.163599,3.201433,0.355506,0.984407,Hay & haylage,Hay & small grains,9.0,6.1e-05,188052.6,903.3,11.5,419.3,6.149835,2.854672,1280.297109
20,87,2017,2018,137896.0,138466.0,1.004134,10,1,1.245945,3.47622,0.370777,0.968187,Soybeans,Corn / soybean,346.0,0.002499,210693.5,932.2,11.1,397.2,6.760167,2.880432,1527.915966
20,89,2017,2018,267719.0,276917.0,1.034357,7,3,1.498136,4.473341,0.360686,0.815013,Soybeans,Corn / soybean,0.0,0.0,437429.0,6250.1,3.5,834.0,23.345747,3.115207,1633.910929
20,91,2017,2018,49858.0,48858.0,0.979943,6,3,1.23464,3.437142,0.403701,0.949445,Soybeans,Corn / soybean,126.0,0.002579,72362.0,702.5,6.6,210.6,14.090016,4.223996,1451.361868
20,93,2017,2018,228362.0,240201.0,1.051843,6,2,1.37068,3.938026,0.400219,0.871304,Wheat,Hay & small grains,0.0,0.0,447894.6,29218.7,4.7,28677.6,127.949046,125.579562,1961.335949
20,95,2017,2018,257625.0,269253.0,1.045135,7,6,1.19074,3.289513,0.643781,0.88428,Wheat,Hay & small grains,4227.0,0.015699,110577.6,5644.2,144.7,1568.3,21.908588,6.08753,429.219214
20,97,2017,2018,156813.0,162932.0,1.039021,6,2,1.574076,4.826281,0.370915,0.735012,Wheat,Hay & small grains,3328.0,0.020426,193599.4,15348.2,166.0,2794.0,97.875814,17.8174,1234.587694
20,99,2017,2018,209310.0,233404.0,1.115112,12,1,1.399013,4.0512,0.411077,0.821477,Soybeans,Corn / soybean,788.0,0.003376,168987.3,4470.1,437.5,953.5,21.356361,4.555444,807.354164
20,101,2017,2018,149389.0,151527.0,1.014312,5,3,1.098983,3.001113,0.456625,0.97741,Wheat,Hay & small grains,0.0,0.0,219094.3,4943.8,1.3,406.7,33.093467,2.722423,1466.602628
20,103,2017,2018,98798.0,99242.0,1.004494,8,3,1.176001,3.241385,0.389926,0.97756,Hay & haylage,Hay & small grains,196.0,0.001975,105769.4,535.8,6.2,251.4,5.423187,2.544586,1070.562157
20,105,2017,2018,151346.0,157511.0,1.040734,5,3,1.415505,4.118567,0.422497,0.835142,Wheat,Hay & small grains,0.0,0.0,170419.0,3024.5,46.5,1732.7,19.98401,11.448601,1126.022492
20,107,2017,2018,137937.0,138493.0,1.004031,9,1,1.062463,2.893488,0.576708,0.969702,Soybeans,Corn / soybean,46.0,0.000332,147321.0,1281.2,16.3,485.1,9.288298,3.516823,1068.031058
20,109,2017,2018,218855.0,221332.0,1.011318,6,4,1.192029,3.293757,0.398474,0.954467,Corn,Corn / soybean,0.0,0.0,177998.1,14717.4,0.5,428.1,67.247264,1.95609,813.315209
20,111,2017,2018,220473.0,221810.0,1.006064,8,3,1.184532,3.269158,0.487368,0.950092,Soybeans,Corn / soybean,43.0,0.000194,185802.1,1611.8,21.9,761.4,7.310646,3.453484,842.743102
