state_fips,county_fips,census_year,pnsp_year,harvested_cropland_acres,group_acres,coverage,n_crop_groups,n_suppressed_crop_records,shannon_H,effective_n_crops,top1_share,top3_share,dominant_crop,stratum,high_input_acres,high_input_share,total_kg_high,insecticide_kg_high,neonic_kg_high,insecticide_kg_low,insecticide_g_per_acre_high,insecticide_g_per_acre_low,total_g_per_acre_high
31,19,2017,2018,303729.0,303561.0,0.999447,9,3,0.954493,2.597354,0.601398,0.990519,Corn,Corn / soybean,58.0,0.000191,333682.8,9154.2,110.2,3563.9,30.139368,11.733815,1098.620152
31,21,2017,2018,251591.0,250991.0,0.997615,5,2,0.783639,2.189426,0.512632,0.999793,Corn,Corn / soybean,52.0,0.000207,299457.9,5403.1,103.0,3685.8,21.475728,14.649968,1190.256806
31,23,2017,2018,297113.0,297215.0,1.000343,8,4,0.848737,2.336694,0.515351,0.997154,Corn,Corn / soybean,66.0,0.000222,397630.0,4751.2,154.0,1663.1,15.991222,5.597534,1338.312359
31,25,2017,2018,294271.0,291991.0,0.992252,7,3,0.795696,2.215982,0.488844,0.997568,Corn,Corn / soybean,183.0,0.000627,357507.5,4098.4,161.6,1729.8,13.927298,5.878255,1214.892055
31,27,2017,2018,361515.0,361424.0,0.999748,9,2,0.915747,2.498642,0.540589,0.993343,Corn,Corn / soybean,6.0,1.7e-05,376084.7,6897.9,117.3,4121.3,19.080536,11.40008,1040.301786
31,29,2017,2018,280005.0,279291.0,0.99745,12,5,1.358348,3.889763,0.634403,0.83935,Corn,Corn / soybean,2923.0,0.010466,328997.1,14345.0,0.0,4227.9,51.231228,15.099373,1174.968661
31,31,2017,2018,331558.0,330298.0,0.9962,11,1,0.525163,1.690734,0.875785,0.972373,Hay & haylage,Hay & small grains,10.0,3e-05,32430.8,1882.8,1.4,979.6,5.678644,2.954536,97.813354
31,33,2017,2018,299788.0,299060.0,0.997572,13,5,1.531957,4.627224,0.519535,0.829593,Wheat,Hay & small grains,1180.0,0.003946,209848.5,4890.6,0.0,17.3,16.313528,0.057707,699.989659
31,35,2017,2018,251763.0,251664.0,0.999607,6,5,0.776816,2.174537,0.629844,0.990916,Corn,Corn / soybean,50.0,0.000199,485669.1,4400.4,60.5,2651.8,17.478343,10.532922,1929.07258
31,37,2017,2018,228429.0,228373.0,0.999755,6,2,0.907902,2.479116,0.522496,0.995494,Corn,Corn / soybean,0.0,0.0,283932.8,3551.2,101.9,1177.8,15.546187,5.156088,1242.980532
31,39,2017,2018,317824.0,317730.0,0.999704,6,3,0.854289,2.349704,0.530579,0.99853,Corn,Corn / soybean,4.0,1.3e-05,342787.1,6345.0,115.4,3918.0,19.963879,12.327578,1078.543785
31,41,2017,2018,412573.0,412430.0,0.999653,9,1,1.038335,2.824511,0.595359,0.98175,Corn,Corn / soybean,20.0,4.8e-05,383974.2,11455.0,107.6,4080.0,27.764783,9.889159,930.681843
31,43,2017,2018,141508.0,141376.0,0.999067,5,3,0.870832,2.388898,0.516446,0.999894,Corn,Corn / soybean,15.0,0.000106,140721.5,2504.0,44.4,1513.5,17.695113,10.695508,994.44201
31,45,2017,2018,102559.0,102372.0,0.998177,11,3,1.05917,2.883978,0.658403,0.95403,Hay & haylage,Hay & small grains,6.0,5.9e-05,48935.9,4994.2,0.0,132.2,48.695873,1.289014,477.148763
31,47,2017,2018,289517.0,289512.0,0.999983,11,0,1.042371,2.835934,0.594701,0.980032,Corn,Corn / soybean,59.0,0.000204,317313.0,9646.2,82.5,3448.3,33.318251,11.910527,1096.008179
31,49,2017,2018,138338.0,136910.0,0.989677,10,4,1.467432,4.338079,0.485509,0.828289,Wheat,Hay & small grains,0.0,0.0,130982.3,3952.2,0.0,14.1,28.569157,0.101924,946.828059
31,51,2017,2018,201551.0,201455.0,0.999524,4,2,0.829773,2.292799,0.528148,0.999216,Corn,Corn / soybean,0.0,0.0,241552.0,4429.3,83.3,2988.5,21.976076,14.827513,1198.465897
31,53,2017,2018,305697.0,305035.0,0.997834,5,5,0.769048,2.157711,0.522261,0.999852,Corn,Corn / soybean,45.0,0.000148,382262.7,4497.2,147.6,1601.5,14.711299,5.238848,1250.462713
31,55,2017,2018,74651.0,73683.0,0.987033,7,1,0.995447,2.705933,0.485594,0.974146,Corn,Corn / soybean,419.0,0.005687,67120.4,799.4,29.9,344.5,10.708497,4.614808,899.122584
31,57,2017,2018,155141.0,150821.0,0.972154,7,8,1.081429,2.948891,0.643286,0.93487,Corn,Corn / soybean,0.0,0.0,200303.0,8753.1,0.0,2481.9,56.420289,15.997705,1291.102932
31,59,2017,2018,300205.0,300154.0,0.99983,5,1,0.809096,2.245876,0.592346,0.987796,Corn,Corn / soybean,0.0,0.0,543974.2,4919.6,75.9,2910.7,16.387469,9.695708,1812.009127
31,61,2017,2018,170783.0,170633.0,0.999122,6,4,1.000684,2.720142,0.562494,0.958584,Corn,Corn / soybean,0.0,0.0,196102.8,5369.6,41.5,2213.2,31.441068,12.959135,1148.257145
31,63,2017,2018,174254.0,174090.0,0.999059,8,3,1.238349,3.449913,0.585324,0.868924,Corn,Corn / soybean,1.0,6e-06,242166.6,10465.2,0.0,2687.4,60.057158,15.422315,1389.733378
31,65,2017,2018,247672.0,247435.0,0.999043,7,2,1.233071,3.431752,0.557601,0.903874,Corn,Corn / soybean,35.0,0.000141,268691.8,7224.2,38.5,2983.7,29.168416,12.046981,1084.869505
31,67,2017,2018,416936.0,416841.0,0.999772,9,0,0.914198,2.494773,0.472974,0.983445,Soybeans,Corn / soybean,55.0,0.000132,639431.6,6271.0,109.7,3856.0,15.040678,9.248422,1533.644492
31,69,2017,2018,120954.0,119494.0,0.987929,8,6,1.380226,3.975798,0.390823,0.921235,Hay & haylage,Hay & small grains,0.0,0.0,101698.1,3663.1,0.0,19.2,30.285067,0.158738,840.799808
31,71,2017,2018,60785.0,60581.0,0.996644,4,4,0.682805,1.979422,0.754643,0.999983,Hay & haylage,Hay & small grains,1.0,1.7e-05,13154.8,748.5,1.2,274.6,12.313893,4.517562,216.415234
31,73,2017,2018,133685.0,133567.0,0.999117,6,1,1.008315,2.740979,0.607575,0.942291,Corn,Corn / soybean,0.0,0.0,160075.9,4542.2,31.2,1890.5,33.976886,14.141452,1197.411078
31,75,2017,2018,47326.0,47326.0,1.0,1,0,-0.0,1.0,1.0,1.0,Hay & haylage,Hay & small grains,0.0,0.0,121.9,44.2,0.0,38.0,0.933948,0.802941,2.575751
31,77,2017,2018,138118.0,138114.0,0.999971,7,0,1.01601,2.762153,0.560515,0.991949,Corn,Corn / soybean,0.0,0.0,130034.3,3562.0,51.5,1302.3,25.789542,9.428894,941.472509
31,79,2017,2018,264556.0,263580.0,0.996311,8,4,0.683826,1.981444,0.761977,0.993748,Corn,Corn / soybean,18.0,6.8e-05,271970.9,7547.1,58.8,3057.0,28.52742,11.555209,1028.027714
31,81,2017,2018,281549.0,281332.0,0.999229,7,5,0.777463,2.175944,0.681671,0.98023,Corn,Corn / soybean,3.0,1.1e-05,441138.5,5297.1,115.3,1684.9,18.814132,5.984393,1566.826734
31,83,2017,2018,191460.0,190659.0,0.995816,8,5,1.130751,3.097981,0.567254,0.93727,Corn,Corn / soybean,3.0,1.6e-05,227324.4,5976.5,44.9,2503.8,31.215397,13.077405,1187.320589
31,85,2017,2018,144999.0,143497.0,0.989641,8,3,1.289969,3.632672,0.594438,0.858882,Corn,Corn / soybean,0.0,0.0,171851.3,7227.7,0.0,2008.8,49.846551,13.853889,1185.189553
31,87,2017,2018,150064.0,149838.0,0.998494,6,3,1.257746,3.517486,0.435384,0.90389,Corn,Corn / soybean,0.0,0.0,179759.3,7142.4,0.0,1840.1,47.595693,12.262102,1197.884236
31,89,2017,2018,552705.0,546740.0,0.989208,9,6,1.250395,3.491723,0.424875,0.95231,Hay & haylage,Hay & small grains,0.0,0.0,240533.9,9046.8,44.8,1742.7,16.368225,3.153038,435.194
31,93,2017,2018,164447.0,164250.0,0.998802,8,2,0.997657,2.711921,0.614454,0.982758,Corn,Corn / soybean,219.0,0.001333,164198.7,4739.6,55.0,1735.7,28.821444,10.554768,998.490091
31,95,2017,2018,267279.0,267127.0,0.999431,6,3,0.955635,2.600322,0.488633,0.974926,Corn,Corn / soybean,0.0,0.0,380727.2,3624.1,59.7,2230.4,13.55924,8.344838,1424.456093
31,97,2017,2018,119488.0,119435.0,0.999556,7,3,1.060896,2.888958,0.450253,0.979604,Corn,Corn / soybean,20.0,0.000167,213957.9,2079.7,37.3,1254.6,17.405095,10.499799,1790.622489
31,99,2017,2018,240041.0,237108.0,0.987781,8,2,0.932363,2.540505,0.599469,0.977403,Corn,Corn / soybean,12.0,5.1e-05,323561.4,8834.7,75.5,3724.3,36.804962,15.515266,1347.942227
31,101,2017,2018,183434.0,181996.0,0.992161,8,5,1.32735,3.771037,0.573837,0.843826,Corn,Corn / soybean,0.0,0.0,232352.3,9930.1,0.0,2714.0,54.134457,14.795512,1266.680659
31,103,2017,2018,84323.0,81718.0,0.969107,5,2,0.865934,2.377225,0.674796,0.981791,Hay & haylage,Hay & small grains,0.0,0.0,23260.4,1785.3,2.2,953.3,21.172159,11.305338,275.848819
31,105,2017,2018,195509.0,192673.0,0.985494,12,3,1.537518,4.653028,0.485725,0.796676,Wheat,Hay & small grains,0.0,0.0,161648.0,4799.2,0.0,42.6,24.547208,0.217893,826.805927
31,107,2017,2018,275534.0,275480.0,0.999804,8,2,1.155436,3.175407,0.476187,0.976165,Corn,Corn / soybean,3.0,1.1e-05,291116.8,5599.1,87.6,3294.2,20.320904,11.955693,1056.554908
31,109,2017,2018,341422.0,341082.0,0.999004,9,2,0.946135,2.575736,0.462508,0.991325,Corn,Corn / soybean,341.0,0.001,391400.1,4514.7,170.3,1701.0,13.223225,4.982104,1146.38219
31,111,2017,2018,374240.0,372490.0,0.995324,11,3,1.248016,3.483424,0.563741,0.927657,Corn,Corn / soybean,1038.0,0.002787,377990.2,17732.8,0.0,4473.4,47.383497,11.953292,1010.020842
31,113,2017,2018,33846.0,33736.0,0.99675,6,2,1.08618,2.962935,0.477709,0.976731,Hay & haylage,Hay & small grains,0.0,0.0,29091.9,1205.5,5.1,278.2,35.617207,8.219583,859.537316
31,115,2017,2018,22195.0,22042.0,0.993107,5,2,0.853944,2.348893,0.698802,0.96357,Hay & haylage,Hay & small grains,1.0,4.5e-05,9155.6,517.3,1.1,203.7,23.307051,9.177743,412.507321
31,117,2017,2018,18860.0,18210.0,0.965536,2,3,0.315321,1.3707,0.904393,1.0,Hay & haylage,Hay & small grains,0.0,0.0,5682.8,303.5,0.2,90.4,16.092259,4.793213,301.314952
31,119,2017,2018,285913.0,285873.0,0.99986,9,1,0.886846,2.427462,0.511822,0.996901,Corn,Corn / soybean,45.0,0.000157,306635.1,5525.4,97.8,3423.0,19.325459,11.972173,1072.476942
31,121,2017,2018,189835.0,189570.0,0.998604,8,2,0.939386,2.558411,0.581147,0.973793,Corn,Corn / soybean,0.0,0.0,283147.9,3491.4,85.2,1267.1,18.391761,6.674744,1491.547396
31,123,2017,2018,174474.0,174014.0,0.997364,10,3,1.428812,4.173736,0.477146,0.832243,Corn,Corn / soybean,6778.0,0.038951,211884.5,8455.1,0.0,80.7,48.460516,0.462533,1214.418767
31,125,2017,2018,150246.0,150127.0,0.999208,6,3,0.946268,2.576079,0.540716,0.995124,Corn,Corn / soybean,0.0,0.0,206036.1,2594.5,63.0,811.3,17.268347,5.399811,1371.325027
31,127,2017,2018,216157.0,216144.0,0.99994,9,2,0.819142,2.268552,0.49852,0.990872,Soybeans,Corn / soybean,67.0,0.00031,291337.9,2749.8,55.7,1591.9,12.721309,7.364554,1347.806918
31,129,2017,2018,245106.0,244948.0,0.999355,7,2,1.102632,3.012083,0.534509,0.934798,Corn,Corn / soybean,2.0,8e-06,387390.3,3441.5,46.2,2110.3,14.040864,8.609744,1580.501089
31,131,2017,2018,315519.0,315484.0,0.999889,7,1,0.846574,2.331646,0.480994,0.995562,Corn,Corn / soybean,151.0,0.000479,447452.4,4326.3,83.3,2544.8,13.711694,8.065441,1418.147243
31,133,2017,2018,165417.0,165269.0,0.999105,6,4,1.024522,2.785764,0.476278,0.98212,Soybeans,Corn / soybean,0.0,0.0,238210.4,2187.9,42.2,1294.6,13.226573,7.826281,1440.05997
31,135,2017,2018,360285.0,359341.0,0.99738,13,5,1.278383,3.590828,0.611912,0.893472,Corn,Corn / soybean,0.0,0.0,474610.0,21714.4,0.0,6575.0,60.270064,18.249441,1317.318234
31,137,2017,2018,264181.0,263251.0,0.99648,5,4,0.819142,2.268554,0.624864,0.983856,Corn,Corn / soybean,0.0,0.0,340173.8,9397.9,76.0,3994.2,35.573717,15.11918,1287.654298
31,139,2017,2018,249870.0,249724.0,0.999416,7,2,0.917018,2.50182,0.533273,0.994266,Corn,Corn / soybean,5.0,2e-05,299510.5,5463.4,96.3,3311.6,21.86497,13.253292,1198.665306
31,141,2017,2018,322292.0,320515.0,0.994486,7,2,0.829365,2.291862,0.553353,0.994431,Corn,Corn / soybean,0.0,0.0,482509.7,5822.5,164.2,2183.7,18.065915,6.775533,1497.119693
31,143,2017,2018,214895.0,214696.0,0.999074,5,5,0.839291,2.314725,0.550844,0.996432,Corn,Corn / soybean,0.0,0.0,306334.3,3629.1,111.0,1252.2,16.887782,5.827032,1425.506875
31,145,2017,2018,192374.0,191208.0,0.993939,7,3,1.296669,3.657094,0.523514,0.852307,Corn,Corn / soybean,8.0,4.2e-05,289971.1,12080.9,0.0,2980.0,62.799027,15.490659,1507.329993
31,147,2017,2018,251097.0,251078.0,0.999924,8,1,0.887837,2.429868,0.486729,0.989215,Corn,Corn / soybean,25.0,0.0001,369575.7,3665.9,65.8,2229.9,14.599537,8.880632,1471.844347
31,149,2017,2018,107703.0,105756.0,0.981923,3,3,0.872788,2.393576,0.660662,1.0,Hay & haylage,Hay & small grains,0.0,0.0,30570.7,1235.9,6.8,299.0,11.475075,2.776153,283.842604
31,151,2017,2018,294084.0,293978.0,0.99964,6,3,0.909788,2.483795,0.525696,0.982312,Corn,Corn / soybean,0.0,0.0,464514.2,4306.4,74.0,2563.3,14.643435,8.716217,1579.528978
31,153,2017,2018,88710.0,88300.0,0.995378,7,1,0.814055,2.257042,0.509989,0.996897,Soybeans,Corn / soybean,202.0,0.002288,86696.0,1006.5,37.0,464.3,11.345959,5.233908,977.29681
31,155,2017,2018,401777.0,400615.0,0.997108,9,5,0.846967,2.332561,0.526768,0.994561,Corn,Corn / soybean,36.0,9e-05,498441.1,5866.7,211.3,2168.7,14.601881,5.39777,1240.591423
31,157,2017,2018,182229.0,181043.0,0.993492,8,5,1.370435,3.937064,0.433008,0.90067,Corn,Corn / soybean,9928.0,0.054838,257471.4,11647.2,0.0,84.3,63.915184,0.462605,1412.900252
31,159,2017,2018,286817.0,286712.0,0.999634,9,2,0.908494,2.480583,0.512842,0.984518,Corn,Corn / soybean,44.0,0.000153,373336.1,4375.3,145.0,1724.1,15.254675,6.01115,1301.652622
31,161,2017,2018,208513.0,206139.0,0.988615,12,7,1.525535,4.597605,0.456779,0.854986,Hay & haylage,Hay & small grains,5304.0,0.02573,163852.6,7949.9,0.0,152.6,38.12664,0.731849,785.814793
31,163,2017,2018,140373.0,140145.0,0.998376,5,4,0.968439,2.633829,0.568254,0.997324,Corn,Corn / soybean,0.0,0.0,130954.3,3786.6,43.8,1340.5,26.975273,9.549557,932.902339
31,165,2017,2018,70658.0,70276.0,0.994594,7,3,1.056906,2.877453,0.625334,0.935312,Hay & haylage,Hay & small grains,862.0,0.012266,45405.0,3106.2,0.0,39.1,43.961052,0.55337,642.602395
31,167,2017,2018,186147.0,185897.0,0.998657,6,3,0.945301,2.573588,0.491482,0.996966,Corn,Corn / soybean,10.0,5.4e-05,215431.7,3927.3,69.4,2394.0,21.097842,12.860804,1157.32029
31,169,2017,2018,243564.0,243442.0,0.999499,7,4,0.960258,2.61237,0.536859,0.963724,Corn,Corn / soybean,11.0,4.5e-05,463524.8,4128.4,65.6,2460.8,16.94996,10.103299,1903.092411
31,173,2017,2018,194807.0,194807.0,1.0,6,0,0.9387,2.556655,0.50202,0.990729,Corn,Corn / soybean,0.0,0.0,220457.8,4088.8,70.7,2469.5,20.988979,12.676649,1131.672886
31,175,2017,2018,154407.0,154120.0,0.998141,7,4,1.178128,3.248287,0.519121,0.956995,Corn,Corn / soybean,0.0,0.0,125725.2,3593.5,41.6,1263.2,23.272909,8.180976,814.245468
31,177,2017,2018,205394.0,205264.0,0.999367,8,1,0.902929,2.466818,0.478779,0.998865,Corn,Corn / soybean,77.0,0.000375,232414.5,2881.9,99.7,1018.9,14.031082,4.96071,1131.554476
31,179,2017,2018,244345.0,243967.0,0.998453,6,6,0.842155,2.321365,0.529268,0.998512,Corn,Corn / soybean,8.0,3.3e-05,274091.5,4999.5,90.9,3335.1,20.460824,13.649144,1121.739753
31,181,2017,2018,184235.0,183681.0,0.996993,7,4,1.284343,3.612296,0.445544,0.88755,Corn,Corn / soybean,0.0,0.0,207995.2,5371.4,49.7,2097.4,29.155155,11.384373,1128.966809
31,183,2017,2018,73590.0,73430.0,0.997826,4,1,1.00484,2.731471,0.52119,0.993667,Hay & haylage,Hay & small grains,0.0,0.0,48340.6,1773.3,8.0,221.2,24.097024,3.005843,656.890882
31,185,2017,2018,320370.0,320181.0,0.99941,6,4,0.716341,2.046929,0.647687,0.995815,Corn,Corn / soybean,84.0,0.000262,474839.4,5583.0,136.3,2050.2,17.426725,6.399476,1482.159378
32,1,2017,2018,42703.0,42174.0,0.987612,6,5,0.420827,1.52322,0.87497,0.998672,Hay & haylage,Hay & small grains,48.0,0.001138,9495.7,580.5,1.0,603.5,13.593893,14.132497,222.36611
32,5,2017,2018,18904.0,17565.0,0.929168,4,4,0.013473,1.013564,0.998406,0.999658,Hay & haylage,Hay & small grains,22.0,0.001252,1205.1,141.1,0.1,141.1,7.464029,7.464029,63.748413
32,7,2017,2018,127257.0,127226.0,0.999756,2,3,0.001184,1.001185,0.999882,1.0,Hay & haylage,Hay & small grains,15.0,0.000118,12822.1,625.0,2.7,640.5,4.911321,5.033122,100.757522
32,9,2017,2018,13353.0,12873.0,0.964053,1,1,-0.0,1.0,1.0,1.0,Hay & haylage,Hay & small grains,0.0,0.0,11816.8,1733.9,0.4,1735.3,129.85097,129.955815,884.954692
32,11,2017,2018,46433.0,46108.0,0.993001,2,1,0.059845,1.061672,0.989156,1.0,Hay & haylage,Hay & small grains,0.0,0.0,5409.6,783.3,0.0,783.3,16.869468,16.869468,116.503349
32,13,2017,2018,126104.0,115042.0,0.912279,4,7,0.14966,1.161439,0.967638,0.999957,Hay & haylage,Hay & small grains,5.0,4.3e-05,340987.8,4155.3,443.6,4212.8,32.951373,33.407346,2704.020491
32,15,2017,2018,34142.0,33637.0,0.985209,2,2,0.001194,1.001194,0.999881,1.0,Hay & haylage,Hay & small grains,4.0,0.000119,4249.8,839.1,0.0,839.1,24.576768,24.576768,124.474255
32,17,2017,2018,19189.0,18631.0,0.970921,3,2,0.373566,1.452907,0.878536,1.0,Hay & haylage,Hay & small grains,11.0,0.00059,56589.6,1538.4,61.3,1703.9,80.170931,88.795664,2949.064568
32,19,2017,2018,46569.0,44594.0,0.95759,6,2,0.397956,1.488779,0.907297,0.9889,Hay & haylage,Hay & small grains,1281.0,0.028726,179564.9,5402.4,172.4,5408.9,116.008504,116.148081,3855.889111
32,23,2017,2018,14067.0,14065.0,0.999858,3,0,0.103463,1.109005,0.980377,1.0,Hay & haylage,Hay & small grains,276.0,0.019623,119268.8,1615.8,47.0,2085.3,114.864577,148.240563,8478.623729
32,27,2017,2018,36893.0,37100.0,1.005611,6,2,0.908942,2.481694,0.74407,0.937466,Hay & haylage,Hay & small grains,0.0,0.0,10557.6,930.7,0.0,939.6,25.227008,25.468246,286.168108
32,31,2017,2018,17893.0,17656.0,0.986755,3,1,0.083413,1.086991,0.984425,1.0,Hay & haylage,Hay & small grains,275.0,0.015575,2092.6,132.3,1.1,134.3,7.393953,7.505728,116.950763
32,33,2017,2018,25226.0,24291.0,0.962935,1,3,-0.0,1.0,1.0,1.0,Hay & haylage,Hay & small grains,0.0,0.0,44274.8,445.0,55.2,757.2,17.64053,30.016649,1755.125664
33,7,2017,2018,11069.0,10069.0,0.909658,5,1,0.475864,1.609404,0.839309,0.996921,Hay & haylage,Hay & small grains,70.0,0.006952,1606.4,8.5,5.0,129.6,0.76791,11.708375,145.126028
33,9,2017,2018,13527.0,12600.0,0.93147,5,1,0.665008,1.944506,0.784524,0.982143,Hay & haylage,Hay & small grains,526.0,0.041746,2469.8,18.3,8.0,363.2,1.35285,26.850004,182.582982
33,13,2017,2018,13181.0,12677.0,0.961763,5,1,0.76374,2.146288,0.741421,0.976493,Hay & haylage,Hay & small grains,764.0,0.060267,3813.2,57.8,29.7,861.6,4.3851,65.366816,289.295198
34,1,2017,2018,16058.0,14645.0,0.912006,6,6,1.213661,3.365785,0.473336,0.92168,Berries,Specialty (veg / orchard / berry),12388.0,0.845886,4151.8,300.2,30.3,925.1,18.694732,57.609914,258.550255
34,5,2017,2018,46095.0,40486.0,0.878317,9,8,1.599589,4.950997,0.464901,0.728029,Soybeans,Corn / soybean,8890.0,0.219582,33729.2,1065.4,107.0,3048.2,23.113136,66.128647,731.732292
34,15,2017,2018,33112.0,32412.0,0.97886,9,3,1.773363,5.89063,0.304239,0.698568,Soybeans,Corn / soybean,8118.0,0.250463,60530.7,6222.8,267.0,6911.9,187.931868,208.743054,1828.059314
34,19,2017,2018,57106.0,55403.0,0.970178,10,8,1.266768,3.549361,0.58051,0.908633,Hay & haylage,Hay & small grains,1555.0,0.028067,34294.9,1797.6,97.7,1802.7,31.478304,31.567611,600.548104
34,21,2017,2018,12724.0,11457.0,0.900424,9,4,1.422012,4.145453,0.480143,0.859649,Soybeans,Corn / soybean,1352.0,0.118006,7941.6,218.0,19.6,556.2,17.132977,43.712669,624.143351
34,33,2017,2018,74941.0,78003.0,1.040859,9,4,1.567972,4.796911,0.369781,0.772637,Soybeans,Corn / soybean,13694.0,0.175557,53235.9,1617.1,69.6,4243.6,21.578308,56.625879,710.370825
34,37,2017,2018,20441.0,19780.0,0.967663,9,3,0.948873,2.582797,0.704954,0.935288,Hay & haylage,Hay & small grains,1008.0,0.050961,18086.4,921.4,61.1,919.7,45.076073,44.992906,884.809941
34,41,2017,2018,42758.0,41465.0,0.96976,10,5,1.344144,3.834903,0.444495,0.921669,Corn,Corn / soybean,2163.0,0.052164,47478.7,1902.8,111.4,1903.4,44.501614,44.515646,1110.40507
35,9,2017,2018,168118.0,175535.0,1.044118,7,3,1.424305,4.154968,0.372057,0.833526,Wheat,Hay & small grains,6012.0,0.03425,189995.4,7663.3,76.4,7712.9,45.582864,45.877895,1130.131217
35,13,2017,2018,76223.0,76738.0,1.006756,8,4,1.448447,4.256499,0.449621,0.834932,Orchards (fruit & tree nuts),Specialty (veg / orchard / berry),53300.0,0.694571,313368.7,5777.6,612.7,6222.7,75.798643,81.638088,4111.209215
35,25,2017,2018,48333.0,48517.0,1.003807,8,6,1.635377,5.131393,0.337511,0.799349,Cotton,Southern row crops,23783.0,0.490199,86765.2,665.4,55.0,4056.0,13.766991,83.91782,1795.154449
35,29,2017,2018,20168.0,19915.0,0.987455,7,2,1.583648,4.872698,0.343962,0.781622,Hay & haylage,Hay & small grains,10803.0,0.542455,197388.2,1161.2,155.2,2811.3,57.576359,139.39409,9787.197541
35,33,2017,2018,10486.0,9471.0,0.903204,5,5,0.082596,1.086103,0.986379,0.999155,Hay & haylage,Hay & small grains,123.0,0.012987,3861.3,173.8,0.0,175.8,16.57448,16.765211,368.233836
35,37,2017,2018,41965.0,39863.0,0.949911,5,7,1.150575,3.16001,0.539673,0.938013,Wheat,Hay & small grains,2471.0,0.061987,47714.6,2752.6,1.3,2738.5,65.592756,65.256762,1137.009413
35,39,2017,2018,15556.0,15435.0,0.992222,8,2,0.261481,1.298852,0.948235,0.994299,Hay & haylage,Hay & small grains,735.0,0.047619,29789.7,679.8,22.9,721.3,43.70018,46.367961,1914.997429
35,49,2017,2018,15812.0,14902.0,0.942449,5,3,0.788447,2.199978,0.491545,0.991411,Hay & haylage,Hay & small grains,281.0,0.018857,11731.3,182.0,10.9,199.6,11.510245,12.623324,741.923855
35,53,2017,2018,14351.0,14436.0,1.005923,6,1,0.851496,2.343149,0.70248,0.983375,Hay & haylage,Hay & small grains,240.0,0.016625,25809.0,872.4,12.8,937.9,60.790189,65.354331,1798.411261
35,55,2017,2018,11799.0,11563.0,0.979998,6,4,0.259883,1.296778,0.949148,0.989276,Hay & haylage,Hay & small grains,246.0,0.021275,9162.0,504.6,1.5,510.2,42.766336,43.240953,776.506484
35,57,2017,2018,12144.0,11673.0,0.961215,5,5,1.193883,3.299871,0.565664,0.898398,Hay & haylage,Hay & small grains,424.0,0.036323,29215.3,3021.5,1.7,3027.2,248.805995,249.275362,2405.73946
35,59,2017,2018,20898.0,21609.0,1.034022,3,4,1.076825,2.935346,0.430006,1.0,Corn,Corn / soybean,0.0,0.0,23086.9,3502.9,4.1,3516.0,167.618911,168.245765,1104.742081
35,61,2017,2018,15597.0,14683.0,0.941399,4,6,0.256049,1.291817,0.9432,0.999591,Hay & haylage,Hay & small grains,834.0,0.0568,15139.9,517.6,4.5,548.6,33.185869,35.173431,970.693082
36,1,2017,2018,28306.0,27869.0,0.984562,7,3,0.570971,1.769985,0.8489,0.983351,Hay & haylage,Hay & small grains,1284.0,0.046073,15607.7,2172.6,39.8,2152.6,76.754045,76.047481,551.391931
36,3,2017,2018,71998.0,68673.0,0.953818,11,5,1.007487,2.738709,0.654551,0.932244,Hay & haylage,Hay & small grains,1840.0,0.026794,18183.2,381.3,13.9,126.2,5.29598,1.752826,252.55146
36,7,2017,2018,26979.0,26119.0,0.968123,6,3,0.677351,1.968657,0.740955,0.986791,Hay & haylage,Hay & small grains,527.0,0.020177,5626.7,418.7,18.9,383.8,15.519478,14.225879,208.558508
36,9,2017,2018,67314.0,66499.0,0.987893,10,6,1.027347,2.793644,0.629904,0.948841,Hay & haylage,Hay & small grains,1446.0,0.021745,27006.9,706.9,13.3,96.9,10.50153,1.439522,401.207773
36,11,2017,2018,155963.0,155791.0,0.998897,14,4,1.419117,4.133469,0.387692,0.906535,Corn,Corn / soybean,3864.0,0.024802,83755.3,6410.2,104.9,6274.3,41.100774,40.229413,537.020319
36,13,2017,2018,104436.0,103540.0,0.991421,8,6,1.366317,3.920883,0.444678,0.903641,Hay & haylage,Hay & small grains,20309.0,0.196146,32290.7,983.2,49.8,531.8,9.414378,5.092114,309.191275
36,15,2017,2018,26637.0,26194.0,0.983369,9,4,0.959664,2.610819,0.654577,0.958426,Hay & haylage,Hay & small grains,421.0,0.016072,7380.2,1000.6,22.7,891.6,37.56429,33.472238,277.065736
36,17,2017,2018,65359.0,64835.0,0.991983,9,3,0.664456,1.943432,0.775538,0.983435,Hay & haylage,Hay & small grains,444.0,0.006848,13124.6,303.2,11.3,202.5,4.638994,3.098273,200.807846
36,19,2017,2018,67019.0,65769.0,0.981349,6,5,0.943284,2.568403,0.569341,0.977315,Hay & haylage,Hay & small grains,3980.0,0.060515,81022.7,6944.6,134.9,6948.0,103.621361,103.672093,1208.951193
36,21,2017,2018,54856.0,51185.0,0.933079,10,6,1.298667,3.664407,0.492859,0.90423,Hay & haylage,Hay & small grains,3927.0,0.076722,92850.0,18197.9,266.4,17569.0,331.739463,320.274902,1692.613388
36,23,2017,2018,48244.0,47527.0,0.985138,12,2,0.900529,2.460905,0.640604,0.975509,Hay & haylage,Hay & small grains,364.0,0.007659,12635.5,276.7,9.6,210.6,5.735428,4.36531,261.908217
