normalized,pnsp_compound,pur_chemname,pur_chem_code,cfr180_chemical,cfr180_section,n_sources
2HYDROXYALACHLOR,,2-HYDROXY ALACHLOR,2602,,,1
2HYDROXYCYCLOHEXYLHEXAZINONE,,2-HYDROXYCYCLOHEXYL HEXAZINONE,5835,,,1
2HYDROXYETHYLDIMETHL3OCTADECANAMIDOPROPYLAMMONIUMNITRATE,,2-HYDROXY ETHYL DIMETHL 3-OCTADECANAMIDO PROPYL AMMONIUM NITRATE,3234,,,1
2HYDROXYETHYLOCTYLSULFIDE,,2-HYDROXYETHYL OCTYL SULFIDE,926,,,1
2HYDROXYPROPYLGUARGUM,,2-HYDROXYPROPYL GUAR GUM,5905,,,1
2ISOPROPYL6METHYL4PYRIMIDINOL,,2-ISOPROPYL-6-METHYL-4-PYRIMIDINOL,6377,,,1
2ISOVALERYL113INDANDIONE,,"2-ISOVALERYL 1-1,3-INDANDIONE|2-ISOVALERYL 1-1,3-INDANDIONE, CALCIUM SALT",1435|1736,,,1
2MERCAPTOBENZOTHIAZOLE,,2-MERCAPTOBENZOTHIAZOLE,556,,,1
2MERCAPTOPYRIDINE,,2-MERCAPTO PYRIDINE,2671,,,1
2METHOXY5NITROPHENOL,,"2-METHOXY-5-NITRO PHENOL, SODIUM SALT",5117,,,1
2METHOXYBENZOYLSULFONAMIDE,,2-METHOXYBENZOYLSULFONAMIDE,6504,,,1
2METHYL13PROPANEDIOL,,"2-METHYL-1,3-PROPANEDIOL",5134,,,1
2METHYL1BUTANOL,,2-METHYL-1-BUTANOL,5988,,,1
2METHYL1NAPHTHALENEACETAMIDE,,2-METHYL-1-NAPHTHALENE ACETAMIDE,782,,,1
2METHYL1NAPHTHALENEACETIC,,2-METHYL-1-NAPHTHALENE ACETIC ACID,783,,,1
2METHYL3BUTYN2OL,,2-METHYL-3-BUTYN-2-OL,3285,,,1
2METHYL45TRIMETHYLENE4ISOTHIAZOLIN3ONE,,"2-METHYL-4,5-TRIMETHYLENE-4-ISOTHIAZOLIN-3-ONE",5013,,,1
2METHYL4ISOTHIAZOLIN3ONE,,2-METHYL-4-ISOTHIAZOLIN-3-ONE,2039,,,1
2METHYL78EPOXYOCTADECANE,,"2-METHYL-7(R),8(S)-EPOXY OCTADECANE",2165,,,1
2NAPHTHOL,,2-NAPHTHOL,886,,,1
2NITRO1BUTYLPHOSPHATE,,2-NITRO-1-BUTYL PHOSPHATE,2033,,,1
2NITROPROPANE,,2-NITROPROPANE,3301,,,1
2NNDIETHYLPROPIONAMIDE,,"2-(ALPHA-NAPHTHOXY-4-HYDROXY)-N,N-DIETHYL PROPIONAMIDE|2-(ALPHA-NAPHTHOXY-5-HYDROXY)-N,N-DIETHYL PROPIONAMIDE",2696|2697,,,1
2PARACYMENOLCHLOROETHYL,,"2-PARA-CYMENOL, CHLOROETHYL ESTER",1162,,,1
2PHENOXYETHOXYETHYLDIMETHYLBENZYLAMMONIUMCHLORIDE,,2-(2-(P-(DIISOBUTYL) PHENOXY) ETHOXY) ETHYL DIMETHYLBENZYL AMMONIUM CHLORIDE,66,,,1
2PHOSPHONO124BUTANETRICARBOXYLICAQUEOUS,,"2-PHOSPHONO-1,2,4-BUTANETRICARBOXYLIC ACID AQUEOUS",2776,,,1
2PROPANOL1AMINO,,"2-PROPANOL, 1-AMINO",3917,,,1
2PROPENOICPOLYMERWITH2PROPENAMIDE,,"2-PROPENOIC ACID, POLYMER WITH 2-PROPENAMIDE, SODIUM SALT",6257,,,1
2PROPENOICTELOMERWITHSODIUMHYDROGENSULFITE,,"2-PROPENOIC ACID, TELOMER WITH SODIUM HYDROGEN SULFITE",6312,,,1
2PROPIONAMIDE,,2-(3-CHLOROPHENOXY)PROPIONAMIDE,2464,,,1
2SECBUTYLPHENOL,,2-SEC-BUTYLPHENOL,6286,,,1
313OCTADECADIEN1YLACETATE,,"3,13 OCTADECADIEN-1-YL ACETATE",5859,,,1
3344TETRACHLOROTETRAHYDROTHIOPHENE11DIOXIDE,,"3,3,4,4-TETRACHLORO TETRAHYDROTHIOPHENE 1,1-DIOXIDE",1898,,,1
3344TETRACHLOROTETRAHYDROTHIOPHENE11DIOXIDEOTHERRELATED,,"3,3,4,4-TETRACHLOROTETRAHYDROTHIOPHENE 1,1-DIOXIDE, OTHER RELATED",91898,,,1
335TRIMETHYLCYCLOHEXANOL,,"3,3,5-TRIMETHYL CYCLOHEXANOL",3493,,,1
33DIMETHYL2METHYLENENORCAMPHENE,,"3,3-DIMETHYL-2-METHYLENE NORCAMPHENE",2530,,,1
344TRIMETHYLOXAZOLIDINE,,"3,4,4-TRIMETHYL OXAZOLIDINE",2157,,,1
345TRIBROMOSALICYLANILIDE,,"3,4',5-TRIBROMOSALICYLANILIDE",833,,,1
345TRIBROMOSALICYLANILIDEOTHERRELATED,,"3,4',5-TRIBROMOSALICYLANILIDE, OTHER RELATED",90833,,,1
34DICHLOROANILINE,,"3,4-DICHLORO ANILINE",3138,,,1
34DIHYDRO2HPYRAN,,"3,4-DIHYDRO-2H-PYRAN",2511,,,1
355TRIMETHYL2CYCLOHEXEN1ONE,,"3,5,5-TRIMETHYL-2-CYCLOHEXEN-1-ONE",2964,,,1
35DIBROMOSALICYLANILIDE,,"3,5-DIBROMOSALICYLANILIDE",1256,,,1
35DICHLOROANILINE,,"3,5-DICHLORO ANILINE|3,5-DICHLOROANILINE",3139|6068,,,1
35DICHLOROBENZOIC,,"3,5-DICHLOROBENZOIC ACID",4066,,,1
35DIMETHYL1HEXYL3OL,,"3,5-DIMETHYL-1-HEXYL-3-OL",3164,,,1
36DIMETHYL4OCTYNE36DIOL,,"3,6-DIMETHYL-4-OCTYNE-3,6-DIOL",3166,,,1
37DIMETHYL6OCTANOL,,"3,7-DIMETHYL-6-OCTANOL",2140,,,1
37DIMETHYL6OCTEN1OL,,"3,7-DIMETHYL-6-OCTEN-1-OL",2139,,,1
37DIMETHYL6OCTEN1OLACETATE,,"3,7-DIMETHYL-6-OCTEN-1-OL ACETATE",2522,,,1
3ALKOXY2HYDROXYPROPYLTRIMETHYLAMMONIUMCHLORIDE,,3-ALKOXY (C12-C15)-2-HYDROXYPROPYL TRIMETHYL AMMONIUM CHLORIDE,2020,,,1
3BUTOXY1PROPANOL,,3-BUTOXY-1-PROPANOL,5912,,,1
3CHLORO2METHYLPROPENE,,3-CHLORO-2-METHYL PROPENE,2463,,,1
3CHLOROPTOLUIDINEHYDROCHLORIDE,,3-CHLORO-P-TOLUIDINE HYDROCHLORIDE,549,,,1
3CPA,,3-CPA,17,,,1
3DECEN2ONE,,3-DECEN-2-ONE,6111,,,1
3HYDROXYCARBOFURAN,,3-HYDROXYCARBOFURAN,4074,,,1
3IODO2PROPYNYLBUTYLCARBAMATE,,3-IODO-2-PROPYNYL BUTYLCARBAMATE,1938,,,1
3KETOCARBOFURANPHENOL,,3-KETOCARBOFURAN PHENOL,4075,,,1
3METHYL6ISOPROPENYL9DECEN1YLACETATE,,"(3S, 6R)-3-METHYL-6-ISOPROPENYL-9-DECEN-1-YL ACETATE|(3S, 6S)-3-METHYL-6-ISOPROPENYL-9-DECEN-1-YL ACETATE",5825|5826,,,1
3METHYL6ISOPROPENYL9DECENYLACETATE,,3-METHYL-6-ISOPROPENYL-9-DECENYL ACETATE,6455,,,1
3OXAPENTANE15DIOL,,"3-OXAPENTANE-1,5-DIOL",6150,,,1
3PHENOXYBENZALDEHYDE,,3-PHENOXYBENZALDEHYDE,2769,,,1
3PHENOXYBENZOIC,,3-PHENOXYBENZOIC ACID,2770,,,1
3PHENOXYBENZYLALCOHOL,,3-PHENOXYBENZYL ALCOHOL,2771,,,1
3PROPYLDIMETHYLOCTADECYLAMMONIUMCHLORIDE,,3-(TRIHYDROXYSILYL) PROPYL DIMETHYL OCTADECYL AMMONIUM CHLORIDE|3-(TRIMETHOXYSILYL) PROPYLDIMETHYLOCTADECYL AMMONIUM CHLORIDE,2127|6053,,,1
41OXA4AZASPIRO45DECANE,,,,4-(Dichloroacetyl)-1-oxa-4-azaspiro[4.5]decane.,180.465,1
43BUTEN2ONE,,4-(P-METHOXYPHENYL)-3-BUTEN-2-ONE,2674,,,1
44DIMETHYL2OXAZOLIDINONE,,"4,4-DIMETHYL-2-OXAZOLIDINONE",4017,,,1
44DIMETHYLOXAZOLIDINE,,"4,4-DIMETHYL OXAZOLIDINE",2156,,,1
44DIMORPHOLINE,,"4,4-(2-ETHYL-2-NITROTRIMETHYLENE)DIMORPHOLINE",2114,,,1
456788HEXACHLORO233A77AHEXAHYDRO47METHANOBENZOFURAN,,"4,5,6,7,8,8-HEXACHLORO-2,3,3A,7,7A-HEXAHYDRO-4,7-METHANO BENZOFURAN",2589,,,1
45DIBROMOSALICYLANILIDE,,"4',5-DIBROMOSALICYLANILIDE",839,,,1
45DICHLORO2NOCTYL3ISOTHIAZOLONE,,"4,5-DICHLORO-2-N-OCTYL-3(2H)-ISOTHIAZOLONE",3982,,,1
46CHLORO2PHENYLPHENOL,,4 & 6 - CHLORO-2-PHENYLPHENOL,1566,,,1
46CHLORO2PHENYLPHENOLOTHERRELATED,,"4 & 6-CHLORO-2-PHENYLPHENOL, OTHER RELATED",91566,,,1
46CHLORO2PHENYLPHENOLPOTASSIUMMIXED,,"4 & 6 - CHLORO-2-PHENYLPHENOL, POTASSIUM SALTS, MIXED",1604,,,1
46CHLORO2PHENYLPHENOLSODIUMMIXED,,"4 & 6 - CHLORO-2-PHENYLPHENOL, SODIUM SALTS, MIXED",1594,,,1
46DICHLORO2PHENYLPHENOL,,"4,6-DICHLORO-2-PHENYLPHENOL|4,6-DICHLORO-2-PHENYLPHENOL, POTASSIUM SALT",1059|1062,,,1
46DIMETHOXY2PYRIMIDINE,,"4,6-DIMETHOXY-2-PYRIMIDINE",3844,,,1
4AMINOPYRIDINE,,4-AMINOPYRIDINE,50,,,1
4BUTOXYETHANOL,,"4-(2,4-DB), BUTOXYETHANOL ESTER",837,,,1
4BUTYRIC,,,,"4-(2,4-Dichlorophenoxy) butyric acid|4-(2-Methyl-4-chlorophenoxy) butyric acid",180.318|180.331,1
4CHLORO2CYCLOPENTYLPHENOL,,"4-CHLORO-2-CYCLOPENTYL PHENOL, POTASSIUM SALT|4-CHLORO-2-CYCLOPENTYLPHENOL",1237|836,,,1
4CHLORO2PHENYLPHENOL,,"4-CHLORO-2-PHENYLPHENOL|4-CHLORO-2-PHENYLPHENOL, POTASSIUM SALT|4-CHLORO-2-PHENYLPHENOL, SODIUM SALT",945|946|947,,,1
4CHLORO35XYLENOL,,"4-CHLORO-3,5-XYLENOL",925,,,1
4CHLOROCYCLOPENTYLPHENOL,,"4-CHLORO-CYCLOPENTYLPHENOL, SODIUM SALT",1395,,,1
4CHLOROORTHOCRESOL,,4-CHLORO-ORTHO-CRESOL,4061,,,1
4CPA,,4-CPA,643,,,1
4CPADIETHANOLAMINE,,"4-CPA, DIETHANOLAMINE SALT",1550,,,1
4CYCLOHEXENE12DICARBOXIMIDE,,"4-CYCLOHEXENE-1,2-DICARBOXIMIDE",3122,,,1
4DIMETHYLAMINE,,"4-(2,4-DB), DIMETHYLAMINE SALT",838,,,1
4HYDROXYCHLOROTHALONIL,,4-HYDROXY CHLOROTHALONIL,6378,,,1
4HYDROXYHEXAZINONEA,,4-HYDROXYHEXAZINONE A,6471,,,1
4HYDROXYMOLINATE,,4-HYDROXY MOLINATE,6379,,,1
4HYDROXYMPHENOXYBENZOIC,,4'-HYDROXY-M-PHENOXY BENZOIC ACID,2609,,,1
4ISOOCTYL,,"4-(2,4-DB), ISOOCTYL ESTER",1385,,,1
4MORPHOLINE,,4-(2-NITROBUTYL)MORPHOLINE,2113,,,1
4NONYLPHENOLFORMALDEHYDERESINETHOXYLATED,,"4-NONYLPHENOL, FORMALDEHYDE RESIN, ETHOXYLATED",3752,,,1
4NONYLPHENOLFORMALDEHYDERESINPROPOXYLATED,,"4-NONYLPHENOL, FORMALDEHYDE RESIN, PROPOXYLATED",1788,,,1
4PENDIMETHALIN,,4-(HYDROXYMETHYL) PENDIMETHALIN,6473,,,1
4TRIDECEN1YLACETATE,,(E)-4-TRIDECEN-1-YL-ACETATE|(Z)-4-TRIDECEN-1-YL-ACETATE,2199|2200,,,1
4VINYLCYCLOHEXENEDIEPOXIDE,,4-VINYLCYCLOHEXENEDIEPOXIDE,6316,,,1
55DIMETHYLHYDANTOIN,,"5,5-DIMETHYLHYDANTOIN",5833,,,1
5CHLORO13DIHYDRO21BENZOXOBOROL1OL,,"5-CHLORO-1,3-DIHYDRO-2,1-BENZOXOBOROL-1-OL",6247,,,1
5CHLORO2MERCAPTOBENZOTHIAZOLELAURYLPYRIDINIUM,,"5-CHLORO-2-MERCAPTOBENZOTHIAZOLE, LAURYL PYRIDINIUM SALT",1597,,,1
5CHLORO2METHYL4ISOTHIAZOLIN3ONE,,5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE,2038,,,1
5CHLORO2PHENOL,,"5-CHLORO-2-(2,4-DICHLOROPHENOXY) PHENOL",1371,,,1
5DECEN1OL,,(E)-5-DECEN-1-OL,5315,,,1
5DECENOL,,(E)-5-DECENOL,3974,,,1
5DECENYLACETATE,,(E)-5-DECENYL ACETATE,3975,,,1
5DIHYDRO2FURANONE,,"(R,Z)-5-(1-DECENYL) DIHYDRO-2-(3H)-FURANONE",2096,,,1
5ETHOXY3124THIADIAZOLE,,,,"5-Ethoxy-3-(trichloromethyl)-1,2,4-thiadiazole",180.37,1
5HYDROXYDICAMBA,,5-HYDROXY-DICAMBA,4065,,,1
5HYDROXYMETHOXYMETHYL1AZA37DIOXABICYCLOOCTANE,,"5-HYDROXY METHOXY METHYL-1-AZA-3,7-DIOXABICYCLO (3.3.0) OCTANE",1965,,,1
5HYDROXYMETHYL1AZA37DIOXABICYCLOOCTANE,,"5-HYDROXYMETHYL-1-AZA-3,7-DIOXABICYCLO (3.3.0) OCTANE",1966,,,1
5HYDROXYPOLYMETHYL1AZA37DIOXABICYCLOOCTANE,,"5-HYDROXYPOLY (METHYLENEOXY) (74%C2, 21%C3, 4%C4, 1%C5) METHYL-1-AZA-3,7-DIOXABICYCLO (3.3.0) OCTANE",1967,,,1
5METHYL2HEXANONE,,5-METHYL-2-HEXANONE,3230,,,1
6BENZYLADENINE,6-BENZYLADENINE,,,6-benzyladenine,180.703,2
6CHLORO2PHENYLPHENOL,,"6-CHLORO-2-PHENYLPHENOL|6-CHLORO-2-PHENYLPHENOL, POTASSIUM SALT|6-CHLORO-2-PHENYLPHENOL, SODIUM SALT",948|949|950,,,1
6HYDROXY5AZO2NAPHTHALENESULFONIC,,"6-HYDROXY-5-((P-SULFOPHENYL) AZO-2-NAPHTHALENE SULFONIC ACID,SODIUM SALT",2611,,,1
71113HEXADECATRIENAL,,"(Z,Z,E)-7, 11, 13 - HEXADECATRIENAL",6028,,,1
711HEXADECADIEN1YLACETATE,,"(Z,E)-7,11-HEXADECADIEN-1-YL ACETATE|(Z,Z)-7,11-HEXADECADIEN-1-YL ACETATE",1997|1998,,,1
711HEXADECADIEN1YLACETATEOTHERRELATED,,"(Z,E) 7,11-HEXADECADIEN-1-YL ACETATE, OTHER RELATED|(Z,Z) 7,11-HEXADECADIEN-1-YL ACETATE, OTHER RELATED",91997|91998,,,1
711HEXADECADIENAL,,"(Z,Z)-7,11-HEXADECADIENAL",6326,,,1
74METHYLCOUMARIN,,7-(DIETHYL AMINO)-4-METHYL COUMARIN,3146,,,1
7911DODECATRIENYLFORMATE,,"(Z,E)-7,9,11-DODECATRIENYL FORMATE",6121,,,1
79DODECADIEN1YLACETATE,,"(E,Z)-7,9-DODECADIEN-1-YL ACETATE",6019,,,1
8DODECENE1OLOTHERRELATED,,"8-DODECENE-1-OL, OTHER RELATED",92253,,,1
8QUINOLINOL,,8-QUINOLINOL,2843,,,1
8QUINOLINOLSULFATE,,8-QUINOLINOL SULFATE,2050,,,1
911TETRADECADIEN1YLACETATE,,"(E,E)-9, 11-TETRADECADIEN-1-YL ACETATE",5966,,,1
9DECEN1OL,,(E)-9-DECEN-1-OL,5071,,,1
9DODECENYLACETATE,,(E)-9-DODECENYL ACETATE|(Z)-9-DODECENYL ACETATE,2141|2142,,,1
9HEXADECENAL,,(Z)-9-HEXADECENAL,6187,,,1
9TETRADECENAL,,(Z)-9-TETRADECENAL,2209,,,1
ABAMECTIN,ABAMECTIN,ABAMECTIN,2254,,,2
ABAMECTINOTHERRELATED,,"ABAMECTIN, OTHER RELATED",92254,,,1
ABIETIC,,ABIETIC ACID,1158,,,1
ABIETICANHYDRIDE,,ABIETIC ANHYDRIDE,1212,,,1
ACACIA,,ACACIA,2346,,,1
ACENAPHTHENE,,ACENAPHTHENE,4048,,,1
ACEPHATE,ACEPHATE,ACEPHATE,1685,Acephate,180.108,3
ACEQUINOCYL,ACEQUINOCYL,ACEQUINOCYL,5801,Acequinocyl,180.599,3
ACETALDEHYDE,,"(E)-(3,3-DIMETHYLCYCLOHEXYLIDENE)ACETALDEHYDE|(Z)-(3,3-DIMETHYLCYCLOHEXYLIDENE)ACETALDEHYDE|ACETALDEHYDE",3012|5080|5081,,,1
ACETAMIPRID,ACETAMIPRID,ACETAMIPRID,5762,Acetamiprid,180.578,3
ACETIC,,"ACETIC ACID|ACETIC ACID, COPPER (2+) SALT|ACETIC ACID, SODIUM SALT (2:1)",3013|5065|933,,,1
ACETICANHYDRIDE,,ACETIC ANHYDRIDE,3014,,,1
ACETOCHLOR,ACETOCHLOR,ACETOCHLOR,2349,Acetochlor,180.47,3
ACETOCHLORESA,,ACETOCHLOR ESA,6381,,,1
ACETOCHLOROA,,ACETOCHLOR OA,6382,,,1
ACETOHEXAMIDE,,ACETOHEXAMIDE,2350,,,1
ACETONE,,ACETONE,747,,,1
ACETONITRILE,,ACETONITRILE,3015,,,1
ACETOPHENONE,,ACETOPHENONE,2074,,,1
ACETYLATEDLANOLIN,,ACETYLATED LANOLIN,3017,,,1
ACETYLATEDLANOLINALCOHOL,,ACETYLATED LANOLIN ALCOHOL,3018,,,1
ACETYLSALICYLIC,,ACETYLSALICYLIC ACID,5113,,,1
ACIBENZOLAR,ACIBENZOLAR,,,,,1
ACIBENZOLARSMETHYL,,ACIBENZOLAR-S-METHYL,5338,Acibenzolar-S-methyl,180.561,2
ACIFLUORFEN,ACIFLUORFEN,"ACIFLUORFEN, SODIUM SALT",2218,,,2
ACRIFLAVINE,,ACRIFLAVINE,1340,,,1
ACROLEIN,,ACROLEIN,3,,,1
ACRYLAMIDESODIUMACRYLATECOPOLYMER,,ACRYLAMIDE/SODIUM ACRYLATE COPOLYMER,3567,,,1
ACRYLIC,,ACRYLIC ACID,2118,,,1
ACRYLONITRILE,,ACRYLONITRILE,3019,,,1
ADIPIC,,ADIPIC ACID,1724,,,1
ADIPICDIISOBUTYL,,"ADIPIC ACID, DIISOBUTYL ESTER",3872,,,1
AERON,,AERON,2355,,,1
AFIDOPYROPEN,,AFIDOPYROPEN,6134,Afidopyropen,180.7,2
AGAR,,AGAR,3568,,,1
AGENT55185,,AGENT 551-85,2356,,,1
AGROBACTERIUMRADIOBACTER,,AGROBACTERIUM RADIOBACTER,1984,,,1
AGROBACTERIUMRADIOBACTERSTRAINK1026,,"AGROBACTERIUM RADIOBACTER, STRAIN K1026",5477,,,1
AGROBODIES,,AGROBODIES (PROTEIN),6437,,,1
AGROTISIPSILONMULTINUCLEOPOLYHEDROVIRUSSTRAINBV0050,,"AGROTIS IPSILON MULTINUCLEOPOLYHEDROVIRUS, STRAIN BV-0050",6188,,,1
AKTON,,AKTON,1421,,,1
AKTONOTHERRELATED,,"AKTON, OTHER RELATED",91421,,,1
ALACHLOR,ALACHLOR,ALACHLOR,678,Alachlor,180.249,3
ALACHLORETHANESULFONIC,,ALACHLOR ETHANESULFONIC ACID,5804,,,1
ALACHLOROXANILIC,,ALACHLOR OXANILIC ACID,5805,,,1
ALACHORSULFINYLACETIC,,ALACHOR SULFINYLACETIC ACID,6383,,,1
ALCOHOLALKOXYLATE,,ALCOHOL ALKOXYLATE,6080,,,1
ALCOHOLETHOXYLATEPHOSPHATE,,ALCOHOL ETHOXYLATE PHOSPHATE ESTER,6147,,,1
ALCOHOLSC12C13ETHOXYLATED,,"ALCOHOLS, C12 - C13, ETHOXYLATED",6214,,,1
ALCOHOLSC12C14ALIPHATIC,,"ALCOHOLS, C12-C14, ALIPHATIC",5844,,,1
ALCOHOLSC4C12NORMAL,,"ALCOHOLS, C4-C12, NORMAL",2067,,,1
ALCOHOLSC612,,"ALCOHOLS, C6-12",5072,,,1
ALCOHOLSC6C10,,"ALCOHOLS, C6-C10",5824,,,1
ALCOHOLSC810,,"ALCOHOLS, C8-10",5073,,,1
ALCOHOLSULFATES,,ALCOHOL SULFATES,2011,,,1
ALDICARB,ALDICARB,ALDICARB,575,Aldicarb,180.269,3
ALDICARBSULFOXIDE,,ALDICARB SULFOXIDE,2361,,,1
ALDOXYCARB,,ALDOXYCARB,2265,,,1
ALDRIN,,ALDRIN,9,,,1
ALDRINOTHERRELATED,,"ALDRIN, OTHER RELATED",90009,,,1
ALFALFA,,ALFALFA,3569,,,1
ALFALFAMEAL,,ALFALFA MEAL,3570,,,1
ALGIN,,ALGIN,3571,,,1
ALKANOICANDALKENOICMONOANDDIESTERSOFALPHAHYDROOMEGAHYDROXYPOLY,,ALKANOIC AND ALKENOIC (C18) MONO- AND DIESTERS OF ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXYETHYLENE),5869,,,1
ALKENYLDIMETHYLAMINEACETATE,,"ALKENYL (75%C18, 25%C16) DIMETHYLAMINE ACETATE",1036,,,1
ALKENYLDIMETHYLETHYLAMMONIUMBROMIDE,,"ALKENYL (90%C18, 10%C16) DIMETHYLETHYL AMMONIUM BROMIDE",1243,,,1
ALKOXYLATEDETHOXYLATEDALCOHOLS,,ALKOXYLATED ETHOXYLATED ALCOHOLS,6201,,,1
ALKYL13PROPANEDIAMINE,,"ALKYL (53%C12, 19%C14, 8.5%C16, 7%C8, 6.5%C10, 6%C18)-1,3-PROPANE DIAMINE",1780,,,1
ALKYL13PROPYLENEDIAMINE,,"ALKYL(42%C12, 26%C18, 15%C14, 8%C16, 5%C10, 4%C8)1,3-PROPYLENEDIAMINE",5068,,,1
ALKYL13PROPYLENEDIAMINEACETATEALKYLDERIVEDFROMCOCONUTOILFATTYACIDS,,"ALKYL-1,3-PROPYLENE DIAMINE ACETATE, ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS",1380,,,1
ALKYL13PROPYLENEDIAMINEADIPATEALKYLDERIVEDFROMCOCONUTOILFATTYACIDS,,"ALKYL-1,3-PROPYLENE DIAMINE ADIPATE, ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS",1841,,,1
ALKYL13PROPYLENEDIAMINEALKYLDERIVEDFROMCOCONUTOILFATTYACIDS,,"ALKYL-1,3-PROPYLENE DIAMINE, ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS",1379,,,1
ALKYLALCOHOLALKOXYLATEPHOSPHATE,,ALKYL ALCOHOL ALKOXYLATE PHOSPHATE,6254,,,1
ALKYLALKOXYLATE,,ALKYLALKOXYLATE,6152,,,1
ALKYLAMIDOPROPYLDIMETHYLAMINEPROPYLENEGLYCOL,,ALKYL AMIDOPROPYL DIMETHYLAMINE PROPYLENE GLYCOL,6313,,,1
ALKYLAMINEHYDROCHLORIDEALKYLDERIVEDFROMCOCONUTOILFATTYACIDS,,ALKYLAMINE HYDROCHLORIDE ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS,1122,,,1
ALKYLAMINO3AMINOPROPANEHYDROXYACETATEALKYLDERIVEDFROMCOCONUTOILFATTYACIDS,,"ALKYLAMINO-3-AMINOPROPANE HYDROXYACETATE, ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS",1972,,,1
ALKYLANDALKYLARYLPOLYGLYCOLSMIXED,,"ALKYL AND ALKYLARYL POLY (OXYETHYLENE) GLYCOLS, MIXED",1706,,,1
ALKYLARYLPOLYETHOXYETHANOLSULFATES,,ALKYLARYL POLYETHOXYETHANOL SULFATES,5323,,,1
ALKYLARYLSULFONATES,,ALKYLARYL SULFONATES,1199,,,1
ALKYLARYLSULFONATESAMINE,,"ALKYLARYL SULFONATES, AMINE SALTS",1211,,,1
ALKYLBENZENES,,ALKYL (C9H12) BENZENES,2371,,,1
ALKYLBENZENESULFONIC,,"ALKYL (C10-C14) BENZENE SULFONIC ACID, CALCIUM SALT|ALKYL BENZENE SULFONIC ACID",1218|1630,,,1
ALKYLBENZYLGLYOXALIDINIUMCHLORIDE,,ALKYL BENZYL GLYOXALIDINIUM CHLORIDE,1438,,,1
ALKYLBISBENZYLAMMONIUMCHLORIDE,,ALKYL (C8-C18) BIS (2-HYDROXYETHYL) BENZYL AMMONIUM CHLORIDE,2031,,,1
ALKYLCARBOXYLATEPEG,,ALKYLCARBOXYLATE PEG ESTER,6149,,,1
ALKYLDIALKYLPHENOXYBENZENEDISULFONIC,,"ALKYL & DIALKYL (C8-C13) PHENOXYBENZENE DISULFONIC ACID, SODIUM SALT",1903,,,1
ALKYLDIALKYLSUCCINICACIDSOF,,"ALKYL & DIALKYL SUCCINIC ACIDS, SALTS OF",1714,,,1
ALKYLDIETHYLAMIDEALKYLDERIVEDFROMPALMKERNALOILFATTYACIDS,,"ALKYL DIETHYLAMIDE, ALKYL DERIVED FROM PALM KERNAL OIL FATTY ACIDS",3969,,,1
ALKYLDIMETHYL1NAPHTHYLMETHYLAMMONIUMCHLORIDE,,"ALKYL (98%C12, 2%C14) DIMETHYL 1-NAPHTHYLMETHYL AMMONIUM CHLORIDE",1839,,,1
ALKYLDIMETHYLAMINE,,ALKYL DIMETHYL AMINE,2372,,,1
ALKYLDIMETHYLAMINEOXIDE,,ALKYL (C10-16) DIMETHYL AMINE OXIDE,3896,,,1
ALKYLDIMETHYLAMMONIOACETATE,,ALKYL DIMETHYL AMMONIO ACETATE,6130,,,1
ALKYLDIMETHYLBENZYLAMMONIUMCHLORIDE,,"ALKYL (47%C12, 18%C14, 10%C18, 10%C16, 15%C8-C10) DIMETHYLBENZYL AMMONIUM CHLORIDE|ALKYL (50%C12, 30%C14, 17%C16, 3%C18) DIMETHYLBENZYL AMMONIUM CHLORIDE|ALKYL (50%C14, 40%C12, 10%C16) DIMETHYLBENZYL AMMONIUM CHLORIDE|ALKYL (53%C12, 19%C14, 8.5%C16, 7%C8, 6.5%C10, 6%C18) DIMETHYL BENZYLAMMONIUM CHLORIDE",1846|1847|1850|1853,,,1
ALKYLDIMETHYLBENZYLAMMONIUMCHLORIDEDIHYDRATE,,"ALKYL (95%C14, 3%C12, 2%C16) DIMETHYL BENZYL AMMONIUM CHLORIDE DIHYDRATE",2152,,,1
ALKYLDIMETHYLBENZYLAMMONIUMCHLORIDEMONOHYDRATE,,"ALKYL (95%C14, 3%C12, 2%C16) DIMETHYL BENZYL AMMONIUM CHLORIDE MONOHYDRATE",3897,,,1
ALKYLDIMETHYLBENZYLAMMONIUMSACCHARINATE,,"ALKYL (50%C14, 40%C12, 10%C16) DIMETHYLBENZYL AMMONIUM SACCHARINATE",324,,,1
ALKYLDIMETHYLCUMENYLAMMONIUMCHLORIDE,,ALKYL DIMETHYL CUMENYL AMMONIUM CHLORIDE,1919,,,1
ALKYLDIMETHYLDICHLOROBENZYLAMMONIUMCHLORIDE,,"ALKYL (50%C12, 30%C14, 17%C16, 3%C18) DIMETHYL DICHLOROBENZYL AMMONIUM CHLORIDE|ALKYL (90%C14, 5%C12, 5%C16) DIMETHYL DICHLOROBENZYL AMMONIUM CHLORIDE",1909|2027,,,1
