compound,biota_group,use_2018_Mkg_high,use_2018_Mkg_low,n_studies,n_tests,tier,tier_generous,tier_label,cas_resolution,n_cas_matched
METCONAZOLE,Soil bacteria & protozoa,0.1888844,0.1171335,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
BURKHOLDERIA SPP,Earthworms & potworms,0.180118,0.0714938,,,,,CAS unresolved,unresolved,0
BURKHOLDERIA SPP,Springtails & soil mites,0.180118,0.0714938,,,,,CAS unresolved,unresolved,0
BURKHOLDERIA SPP,Mycorrhizal fungi,0.180118,0.0714938,,,,,CAS unresolved,unresolved,0
BURKHOLDERIA SPP,Soil bacteria & protozoa,0.180118,0.0714938,,,,,CAS unresolved,unresolved,0
OXAMYL,Earthworms & potworms,0.1778547,0.1326812,1.0,1.0,0.0,2.0,No record,dtxsid,1
OXAMYL,Springtails & soil mites,0.1778547,0.1326812,3.0,14.0,1.0,4.0,"Lab, not in soil",dtxsid,1
OXAMYL,Mycorrhizal fungi,0.1778547,0.1326812,1.0,1.0,0.0,3.0,No record,dtxsid,1
OXAMYL,Soil bacteria & protozoa,0.1778547,0.1326812,0.0,0.0,0.0,0.0,No record,dtxsid,1
MALATHION,Earthworms & potworms,0.177664,0.120234,7.0,25.0,2.0,4.0,"Lab, in soil, acute (<=14 d)",dtxsid,1
MALATHION,Springtails & soil mites,0.177664,0.120234,1.0,1.0,0.0,2.0,No record,dtxsid,1
MALATHION,Mycorrhizal fungi,0.177664,0.120234,0.0,0.0,0.0,0.0,No record,dtxsid,1
MALATHION,Soil bacteria & protozoa,0.177664,0.120234,0.0,0.0,0.0,0.0,No record,dtxsid,1
NORFLURAZON,Earthworms & potworms,0.16957229999999998,0.0962079,0.0,0.0,0.0,0.0,No record,dtxsid,1
NORFLURAZON,Springtails & soil mites,0.16957229999999998,0.0962079,0.0,0.0,0.0,0.0,No record,dtxsid,1
NORFLURAZON,Mycorrhizal fungi,0.16957229999999998,0.0962079,0.0,0.0,0.0,0.0,No record,dtxsid,1
NORFLURAZON,Soil bacteria & protozoa,0.16957229999999998,0.0962079,0.0,0.0,0.0,0.0,No record,dtxsid,1
QUINTOZENE,Earthworms & potworms,0.1616315,0.06445569999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
QUINTOZENE,Springtails & soil mites,0.1616315,0.06445569999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
QUINTOZENE,Mycorrhizal fungi,0.1616315,0.06445569999999999,3.0,3.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(2),3
QUINTOZENE,Soil bacteria & protozoa,0.1616315,0.06445569999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
FENTIN,Earthworms & potworms,0.1613828,0.15078339999999998,,,,,CAS unresolved,unresolved,0
FENTIN,Springtails & soil mites,0.1613828,0.15078339999999998,,,,,CAS unresolved,unresolved,0
FENTIN,Mycorrhizal fungi,0.1613828,0.15078339999999998,,,,,CAS unresolved,unresolved,0
FENTIN,Soil bacteria & protozoa,0.1613828,0.15078339999999998,,,,,CAS unresolved,unresolved,0
FLUMETSULAM,Earthworms & potworms,0.16049770000000002,0.1336794,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUMETSULAM,Springtails & soil mites,0.16049770000000002,0.1336794,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUMETSULAM,Mycorrhizal fungi,0.16049770000000002,0.1336794,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUMETSULAM,Soil bacteria & protozoa,0.16049770000000002,0.1336794,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUAZIFOP,Earthworms & potworms,0.15898189999999998,0.095922,2.0,6.0,2.0,2.0,"Lab, in soil, acute (<=14 d)",dtxsid+name_family(3),4
FLUAZIFOP,Springtails & soil mites,0.15898189999999998,0.095922,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FLUAZIFOP,Mycorrhizal fungi,0.15898189999999998,0.095922,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FLUAZIFOP,Soil bacteria & protozoa,0.15898189999999998,0.095922,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
BICYCLOPYRONE,Earthworms & potworms,0.1549425,0.1260304,,,,,CAS unresolved,unresolved,0
BICYCLOPYRONE,Springtails & soil mites,0.1549425,0.1260304,,,,,CAS unresolved,unresolved,0
BICYCLOPYRONE,Mycorrhizal fungi,0.1549425,0.1260304,,,,,CAS unresolved,unresolved,0
BICYCLOPYRONE,Soil bacteria & protozoa,0.1549425,0.1260304,,,,,CAS unresolved,unresolved,0
BOSCALID,Earthworms & potworms,0.1514452,0.1173337,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
BOSCALID,Springtails & soil mites,0.1514452,0.1173337,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
BOSCALID,Mycorrhizal fungi,0.1514452,0.1173337,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
BOSCALID,Soil bacteria & protozoa,0.1514452,0.1173337,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
ETHOPROPHOS,Earthworms & potworms,0.145999,0.0554752,3.0,7.0,4.0,5.0,"Field, single season (<1 yr)",dtxsid+name_family(1),2
ETHOPROPHOS,Springtails & soil mites,0.145999,0.0554752,3.0,7.0,4.0,4.0,"Field, single season (<1 yr)",dtxsid+name_family(1),2
ETHOPROPHOS,Mycorrhizal fungi,0.145999,0.0554752,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(1),2
ETHOPROPHOS,Soil bacteria & protozoa,0.145999,0.0554752,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DICHLORPROP,Earthworms & potworms,0.1443794,0.043586,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(26),27
DICHLORPROP,Springtails & soil mites,0.1443794,0.043586,1.0,6.0,0.0,4.0,No record,dtxsid+name_family(26),27
DICHLORPROP,Mycorrhizal fungi,0.1443794,0.043586,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(26),27
DICHLORPROP,Soil bacteria & protozoa,0.1443794,0.043586,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(26),27
FERBAM,Earthworms & potworms,0.1434936,0.034070699999999995,0.0,0.0,0.0,0.0,No record,dtxsid,1
FERBAM,Springtails & soil mites,0.1434936,0.034070699999999995,0.0,0.0,0.0,0.0,No record,dtxsid,1
FERBAM,Mycorrhizal fungi,0.1434936,0.034070699999999995,0.0,0.0,0.0,0.0,No record,dtxsid,1
FERBAM,Soil bacteria & protozoa,0.1434936,0.034070699999999995,0.0,0.0,0.0,0.0,No record,dtxsid,1
BENZOVIDIFLUPYR,Earthworms & potworms,0.1350784,0.08812919999999999,,,,,CAS unresolved,unresolved,0
BENZOVIDIFLUPYR,Springtails & soil mites,0.1350784,0.08812919999999999,,,,,CAS unresolved,unresolved,0
BENZOVIDIFLUPYR,Mycorrhizal fungi,0.1350784,0.08812919999999999,,,,,CAS unresolved,unresolved,0
BENZOVIDIFLUPYR,Soil bacteria & protozoa,0.1350784,0.08812919999999999,,,,,CAS unresolved,unresolved,0
FLUTRIAFOL,Earthworms & potworms,0.1322712,0.0476315,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
FLUTRIAFOL,Springtails & soil mites,0.1322712,0.0476315,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
FLUTRIAFOL,Mycorrhizal fungi,0.1322712,0.0476315,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
FLUTRIAFOL,Soil bacteria & protozoa,0.1322712,0.0476315,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
ALDICARB,Earthworms & potworms,0.1308087,0.0812917,10.0,36.0,4.0,5.0,"Field, single season (<1 yr)",dtxsid+name_family(1),2
ALDICARB,Springtails & soil mites,0.1308087,0.0812917,7.0,29.0,4.0,5.0,"Field, single season (<1 yr)",dtxsid+name_family(1),2
ALDICARB,Mycorrhizal fungi,0.1308087,0.0812917,2.0,2.0,2.0,3.0,"Lab, in soil, acute (<=14 d)",dtxsid+name_family(1),2
ALDICARB,Soil bacteria & protozoa,0.1308087,0.0812917,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIFLUFENZOPYR,Earthworms & potworms,0.129951,0.0967994,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIFLUFENZOPYR,Springtails & soil mites,0.129951,0.0967994,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIFLUFENZOPYR,Mycorrhizal fungi,0.129951,0.0967994,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIFLUFENZOPYR,Soil bacteria & protozoa,0.129951,0.0967994,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
SULFCARBAMIDE,Earthworms & potworms,0.1293852,0.0586994,,,,,CAS unresolved,unresolved,0
SULFCARBAMIDE,Springtails & soil mites,0.1293852,0.0586994,,,,,CAS unresolved,unresolved,0
SULFCARBAMIDE,Mycorrhizal fungi,0.1293852,0.0586994,,,,,CAS unresolved,unresolved,0
SULFCARBAMIDE,Soil bacteria & protozoa,0.1293852,0.0586994,,,,,CAS unresolved,unresolved,0
FLUFENACET,Earthworms & potworms,0.129138,0.0338107,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
FLUFENACET,Springtails & soil mites,0.129138,0.0338107,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
FLUFENACET,Mycorrhizal fungi,0.129138,0.0338107,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
FLUFENACET,Soil bacteria & protozoa,0.129138,0.0338107,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
DIQUAT,Earthworms & potworms,0.1285358,0.12011359999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
DIQUAT,Springtails & soil mites,0.1285358,0.12011359999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
DIQUAT,Mycorrhizal fungi,0.1285358,0.12011359999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
DIQUAT,Soil bacteria & protozoa,0.1285358,0.12011359999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
COPPER OXYCHLORIDE,Earthworms & potworms,0.1255809,0.0930615,5.0,10.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(1),2
COPPER OXYCHLORIDE,Springtails & soil mites,0.1255809,0.0930615,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
COPPER OXYCHLORIDE,Mycorrhizal fungi,0.1255809,0.0930615,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
COPPER OXYCHLORIDE,Soil bacteria & protozoa,0.1255809,0.0930615,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
LINURON,Earthworms & potworms,0.1168151,0.0736855,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
LINURON,Springtails & soil mites,0.1168151,0.0736855,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
LINURON,Mycorrhizal fungi,0.1168151,0.0736855,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
LINURON,Soil bacteria & protozoa,0.1168151,0.0736855,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
CLORANSULAM-METHYL,Earthworms & potworms,0.1102703,0.0899331,0.0,0.0,0.0,0.0,No record,dtxsid,1
CLORANSULAM-METHYL,Springtails & soil mites,0.1102703,0.0899331,0.0,0.0,0.0,0.0,No record,dtxsid,1
CLORANSULAM-METHYL,Mycorrhizal fungi,0.1102703,0.0899331,0.0,0.0,0.0,0.0,No record,dtxsid,1
CLORANSULAM-METHYL,Soil bacteria & protozoa,0.1102703,0.0899331,0.0,0.0,0.0,0.0,No record,dtxsid,1
TETRACONAZOLE,Earthworms & potworms,0.10985439999999999,0.0387562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TETRACONAZOLE,Springtails & soil mites,0.10985439999999999,0.0387562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TETRACONAZOLE,Mycorrhizal fungi,0.10985439999999999,0.0387562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TETRACONAZOLE,Soil bacteria & protozoa,0.10985439999999999,0.0387562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
MEFENOXAM,Earthworms & potworms,0.1092807,0.08435469999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
MEFENOXAM,Springtails & soil mites,0.1092807,0.08435469999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
MEFENOXAM,Mycorrhizal fungi,0.1092807,0.08435469999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
MEFENOXAM,Soil bacteria & protozoa,0.1092807,0.08435469999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
CHLORIMURON,Earthworms & potworms,0.10425,0.0932562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CHLORIMURON,Springtails & soil mites,0.10425,0.0932562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CHLORIMURON,Mycorrhizal fungi,0.10425,0.0932562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CHLORIMURON,Soil bacteria & protozoa,0.10425,0.0932562,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
OXYFLUORFEN,Earthworms & potworms,0.1033902,0.0386248,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
OXYFLUORFEN,Springtails & soil mites,0.1033902,0.0386248,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
OXYFLUORFEN,Mycorrhizal fungi,0.1033902,0.0386248,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(3),4
OXYFLUORFEN,Soil bacteria & protozoa,0.1033902,0.0386248,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
THIAMETHOXAM,Earthworms & potworms,0.10155660000000001,0.0618817,2.0,3.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(11),12
THIAMETHOXAM,Springtails & soil mites,0.10155660000000001,0.0618817,6.0,13.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(11),12
THIAMETHOXAM,Mycorrhizal fungi,0.10155660000000001,0.0618817,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(11),12
THIAMETHOXAM,Soil bacteria & protozoa,0.10155660000000001,0.0618817,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(11),12
THIENCARBAZONE-METHYL,Earthworms & potworms,0.0984154,0.08213480000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
THIENCARBAZONE-METHYL,Springtails & soil mites,0.0984154,0.08213480000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
THIENCARBAZONE-METHYL,Mycorrhizal fungi,0.0984154,0.08213480000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
THIENCARBAZONE-METHYL,Soil bacteria & protozoa,0.0984154,0.08213480000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
CYFLUTHRIN,Earthworms & potworms,0.09762610000000001,0.0475509,4.0,6.0,2.0,4.0,"Lab, in soil, acute (<=14 d)",dtxsid,1
CYFLUTHRIN,Springtails & soil mites,0.09762610000000001,0.0475509,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYFLUTHRIN,Mycorrhizal fungi,0.09762610000000001,0.0475509,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYFLUTHRIN,Soil bacteria & protozoa,0.09762610000000001,0.0475509,0.0,0.0,0.0,0.0,No record,dtxsid,1
DCPA,Earthworms & potworms,0.0974774,0.0719882,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DCPA,Springtails & soil mites,0.0974774,0.0719882,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DCPA,Mycorrhizal fungi,0.0974774,0.0719882,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DCPA,Soil bacteria & protozoa,0.0974774,0.0719882,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TEFLUTHRIN,Earthworms & potworms,0.09393539999999999,0.0449556,1.0,1.0,0.0,2.0,No record,dtxsid+name_family(1),2
TEFLUTHRIN,Springtails & soil mites,0.09393539999999999,0.0449556,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TEFLUTHRIN,Mycorrhizal fungi,0.09393539999999999,0.0449556,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TEFLUTHRIN,Soil bacteria & protozoa,0.09393539999999999,0.0449556,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
SETHOXYDIM,Earthworms & potworms,0.0928755,0.0327855,0.0,0.0,0.0,0.0,No record,dtxsid,1
SETHOXYDIM,Springtails & soil mites,0.0928755,0.0327855,0.0,0.0,0.0,0.0,No record,dtxsid,1
SETHOXYDIM,Mycorrhizal fungi,0.0928755,0.0327855,0.0,0.0,0.0,0.0,No record,dtxsid,1
SETHOXYDIM,Soil bacteria & protozoa,0.0928755,0.0327855,0.0,0.0,0.0,0.0,No record,dtxsid,1
PINOXADEN,Earthworms & potworms,0.09215910000000001,0.0784347,0.0,0.0,0.0,0.0,No record,dtxsid,1
PINOXADEN,Springtails & soil mites,0.09215910000000001,0.0784347,0.0,0.0,0.0,0.0,No record,dtxsid,1
PINOXADEN,Mycorrhizal fungi,0.09215910000000001,0.0784347,0.0,0.0,0.0,0.0,No record,dtxsid,1
PINOXADEN,Soil bacteria & protozoa,0.09215910000000001,0.0784347,0.0,0.0,0.0,0.0,No record,dtxsid,1
METHOXYFENOZIDE,Earthworms & potworms,0.088632,0.0620148,0.0,0.0,0.0,0.0,No record,dtxsid,1
METHOXYFENOZIDE,Springtails & soil mites,0.088632,0.0620148,0.0,0.0,0.0,0.0,No record,dtxsid,1
METHOXYFENOZIDE,Mycorrhizal fungi,0.088632,0.0620148,0.0,0.0,0.0,0.0,No record,dtxsid,1
METHOXYFENOZIDE,Soil bacteria & protozoa,0.088632,0.0620148,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYPROCONAZOLE,Earthworms & potworms,0.0846778,0.0278382,2.0,3.0,2.0,4.0,"Lab, in soil, acute (<=14 d)",dtxsid+name_family(8),9
CYPROCONAZOLE,Springtails & soil mites,0.0846778,0.0278382,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
CYPROCONAZOLE,Mycorrhizal fungi,0.0846778,0.0278382,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
CYPROCONAZOLE,Soil bacteria & protozoa,0.0846778,0.0278382,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
ZETA-CYPERMETHRIN,Earthworms & potworms,0.0837972,0.045136699999999995,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
ZETA-CYPERMETHRIN,Springtails & soil mites,0.0837972,0.045136699999999995,2.0,6.0,1.0,2.0,"Lab, not in soil",dtxsid+name_family(4),5
ZETA-CYPERMETHRIN,Mycorrhizal fungi,0.0837972,0.045136699999999995,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
ZETA-CYPERMETHRIN,Soil bacteria & protozoa,0.0837972,0.045136699999999995,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
FLUOXASTROBIN,Earthworms & potworms,0.0811064,0.023932,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(1),2
FLUOXASTROBIN,Springtails & soil mites,0.0811064,0.023932,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOXASTROBIN,Mycorrhizal fungi,0.0811064,0.023932,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOXASTROBIN,Soil bacteria & protozoa,0.0811064,0.023932,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
THIFENSULFURON,Earthworms & potworms,0.0805743,0.0624287,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIFENSULFURON,Springtails & soil mites,0.0805743,0.0624287,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIFENSULFURON,Mycorrhizal fungi,0.0805743,0.0624287,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIFENSULFURON,Soil bacteria & protozoa,0.0805743,0.0624287,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYRASULFOTOLE,Earthworms & potworms,0.0804943,0.06986980000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PYRASULFOTOLE,Springtails & soil mites,0.0804943,0.06986980000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PYRASULFOTOLE,Mycorrhizal fungi,0.0804943,0.06986980000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PYRASULFOTOLE,Soil bacteria & protozoa,0.0804943,0.06986980000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PYRIMETHANIL,Earthworms & potworms,0.0803572,0.0675371,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PYRIMETHANIL,Springtails & soil mites,0.0803572,0.0675371,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PYRIMETHANIL,Mycorrhizal fungi,0.0803572,0.0675371,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PYRIMETHANIL,Soil bacteria & protozoa,0.0803572,0.0675371,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
MCPB,Earthworms & potworms,0.0802841,0.0117376,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(9),10
MCPB,Springtails & soil mites,0.0802841,0.0117376,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(9),10
MCPB,Mycorrhizal fungi,0.0802841,0.0117376,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(9),10
MCPB,Soil bacteria & protozoa,0.0802841,0.0117376,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(9),10
POTASSIUM BICARBONATE,Earthworms & potworms,0.0797012,0.05502989999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
POTASSIUM BICARBONATE,Springtails & soil mites,0.0797012,0.05502989999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
POTASSIUM BICARBONATE,Mycorrhizal fungi,0.0797012,0.05502989999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
POTASSIUM BICARBONATE,Soil bacteria & protozoa,0.0797012,0.05502989999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
NICOSULFURON,Earthworms & potworms,0.0768099,0.0165231,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
NICOSULFURON,Springtails & soil mites,0.0768099,0.0165231,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
NICOSULFURON,Mycorrhizal fungi,0.0768099,0.0165231,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
NICOSULFURON,Soil bacteria & protozoa,0.0768099,0.0165231,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
SPIROMESIFEN,Earthworms & potworms,0.0752902,0.022852,0.0,0.0,0.0,0.0,No record,dtxsid,1
SPIROMESIFEN,Springtails & soil mites,0.0752902,0.022852,0.0,0.0,0.0,0.0,No record,dtxsid,1
SPIROMESIFEN,Mycorrhizal fungi,0.0752902,0.022852,0.0,0.0,0.0,0.0,No record,dtxsid,1
SPIROMESIFEN,Soil bacteria & protozoa,0.0752902,0.022852,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUOPYRAM,Earthworms & potworms,0.07410560000000001,0.0571025,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOPYRAM,Springtails & soil mites,0.07410560000000001,0.0571025,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOPYRAM,Mycorrhizal fungi,0.07410560000000001,0.0571025,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOPYRAM,Soil bacteria & protozoa,0.07410560000000001,0.0571025,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
IMAZAMOX,Earthworms & potworms,0.07215680000000001,0.0428661,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
IMAZAMOX,Springtails & soil mites,0.07215680000000001,0.0428661,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
IMAZAMOX,Mycorrhizal fungi,0.07215680000000001,0.0428661,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
IMAZAMOX,Soil bacteria & protozoa,0.07215680000000001,0.0428661,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
BENSULIDE,Earthworms & potworms,0.0717176,0.0710453,1.0,1.0,0.0,5.0,No record,dtxsid+name_family(1),2
BENSULIDE,Springtails & soil mites,0.0717176,0.0710453,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
BENSULIDE,Mycorrhizal fungi,0.0717176,0.0710453,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
BENSULIDE,Soil bacteria & protozoa,0.0717176,0.0710453,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ETHOFUMESATE,Earthworms & potworms,0.0710498,0.0641191,0.0,0.0,0.0,0.0,No record,dtxsid,1
ETHOFUMESATE,Springtails & soil mites,0.0710498,0.0641191,1.0,3.0,0.0,4.0,No record,dtxsid,1
ETHOFUMESATE,Mycorrhizal fungi,0.0710498,0.0641191,0.0,0.0,0.0,0.0,No record,dtxsid,1
ETHOFUMESATE,Soil bacteria & protozoa,0.0710498,0.0641191,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEBUPIRIMPHOS,Earthworms & potworms,0.0683747,0.0396306,1.0,1.0,0.0,2.0,No record,dtxsid,1
TEBUPIRIMPHOS,Springtails & soil mites,0.0683747,0.0396306,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEBUPIRIMPHOS,Mycorrhizal fungi,0.0683747,0.0396306,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEBUPIRIMPHOS,Soil bacteria & protozoa,0.0683747,0.0396306,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUMETRALIN,Earthworms & potworms,0.0656258,0.0624565,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUMETRALIN,Springtails & soil mites,0.0656258,0.0624565,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUMETRALIN,Mycorrhizal fungi,0.0656258,0.0624565,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUMETRALIN,Soil bacteria & protozoa,0.0656258,0.0624565,0.0,0.0,0.0,0.0,No record,dtxsid,1
PENTHIOPYRAD,Earthworms & potworms,0.064963,0.0450212,0.0,0.0,0.0,0.0,No record,dtxsid,1
PENTHIOPYRAD,Springtails & soil mites,0.064963,0.0450212,0.0,0.0,0.0,0.0,No record,dtxsid,1
PENTHIOPYRAD,Mycorrhizal fungi,0.064963,0.0450212,0.0,0.0,0.0,0.0,No record,dtxsid,1
PENTHIOPYRAD,Soil bacteria & protozoa,0.064963,0.0450212,0.0,0.0,0.0,0.0,No record,dtxsid,1
RIMSULFURON,Earthworms & potworms,0.0629225,0.0391159,1.0,1.0,0.0,2.0,No record,dtxsid,1
RIMSULFURON,Springtails & soil mites,0.0629225,0.0391159,0.0,0.0,0.0,0.0,No record,dtxsid,1
RIMSULFURON,Mycorrhizal fungi,0.0629225,0.0391159,0.0,0.0,0.0,0.0,No record,dtxsid,1
RIMSULFURON,Soil bacteria & protozoa,0.0629225,0.0391159,0.0,0.0,0.0,0.0,No record,dtxsid,1
PROPAMOCARB HCL,Earthworms & potworms,0.0627807,0.044257300000000006,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
