compound,biota_group,use_2018_Mkg_high,use_2018_Mkg_low,n_studies,n_tests,tier,tier_generous,tier_label,cas_resolution,n_cas_matched
TRICLOPYR,Soil bacteria & protozoa,0.8860371,0.4931272,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PYROXASULFONE,Earthworms & potworms,0.8609005,0.6993758,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYROXASULFONE,Springtails & soil mites,0.8609005,0.6993758,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYROXASULFONE,Mycorrhizal fungi,0.8609005,0.6993758,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYROXASULFONE,Soil bacteria & protozoa,0.8609005,0.6993758,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEBUCONAZOLE,Earthworms & potworms,0.8205093,0.6037596999999999,7.0,14.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(20),21
TEBUCONAZOLE,Springtails & soil mites,0.8205093,0.6037596999999999,1.0,2.0,0.0,3.0,No record,dtxsid+name_family(20),21
TEBUCONAZOLE,Mycorrhizal fungi,0.8205093,0.6037596999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(20),21
TEBUCONAZOLE,Soil bacteria & protozoa,0.8205093,0.6037596999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(20),21
THIOPHANATE-METHYL,Earthworms & potworms,0.7883926,0.5470992,5.0,20.0,4.0,4.0,"Field, single season (<1 yr)",dtxsid,1
THIOPHANATE-METHYL,Springtails & soil mites,0.7883926,0.5470992,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIOPHANATE-METHYL,Mycorrhizal fungi,0.7883926,0.5470992,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIOPHANATE-METHYL,Soil bacteria & protozoa,0.7883926,0.5470992,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUROXYPYR,Earthworms & potworms,0.7640587,0.598755,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
FLUROXYPYR,Springtails & soil mites,0.7640587,0.598755,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
FLUROXYPYR,Mycorrhizal fungi,0.7640587,0.598755,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
FLUROXYPYR,Soil bacteria & protozoa,0.7640587,0.598755,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
FLUMIOXAZIN,Earthworms & potworms,0.6862482,0.5663802,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUMIOXAZIN,Springtails & soil mites,0.6862482,0.5663802,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUMIOXAZIN,Mycorrhizal fungi,0.6862482,0.5663802,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUMIOXAZIN,Soil bacteria & protozoa,0.6862482,0.5663802,0.0,0.0,0.0,0.0,No record,dtxsid,1
BIFENTHRIN,Earthworms & potworms,0.6567933,0.5061159000000001,2.0,4.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(2),3
BIFENTHRIN,Springtails & soil mites,0.6567933,0.5061159000000001,3.0,9.0,1.0,4.0,"Lab, not in soil",dtxsid+name_family(2),3
BIFENTHRIN,Mycorrhizal fungi,0.6567933,0.5061159000000001,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(2),3
BIFENTHRIN,Soil bacteria & protozoa,0.6567933,0.5061159000000001,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
DIMETHYL DISULFIDE,Earthworms & potworms,0.6506855,0.5389999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
DIMETHYL DISULFIDE,Springtails & soil mites,0.6506855,0.5389999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
DIMETHYL DISULFIDE,Mycorrhizal fungi,0.6506855,0.5389999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
DIMETHYL DISULFIDE,Soil bacteria & protozoa,0.6506855,0.5389999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PHORATE,Earthworms & potworms,0.6407265,0.1850309,2.0,2.0,2.0,4.0,"Lab, in soil, acute (<=14 d)",dtxsid,1
PHORATE,Springtails & soil mites,0.6407265,0.1850309,5.0,9.0,4.0,5.0,"Field, single season (<1 yr)",dtxsid,1
PHORATE,Mycorrhizal fungi,0.6407265,0.1850309,0.0,0.0,0.0,0.0,No record,dtxsid,1
PHORATE,Soil bacteria & protozoa,0.6407265,0.1850309,0.0,0.0,0.0,0.0,No record,dtxsid,1
TERBUFOS,Earthworms & potworms,0.6237768,0.1917053,1.0,2.0,0.0,2.0,No record,dtxsid,1
TERBUFOS,Springtails & soil mites,0.6237768,0.1917053,1.0,3.0,0.0,2.0,No record,dtxsid,1
TERBUFOS,Mycorrhizal fungi,0.6237768,0.1917053,0.0,0.0,0.0,0.0,No record,dtxsid,1
TERBUFOS,Soil bacteria & protozoa,0.6237768,0.1917053,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUOMETURON,Earthworms & potworms,0.6206573,0.3043655,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOMETURON,Springtails & soil mites,0.6206573,0.3043655,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOMETURON,Mycorrhizal fungi,0.6206573,0.3043655,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUOMETURON,Soil bacteria & protozoa,0.6206573,0.3043655,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
COPPER,Earthworms & potworms,0.6180814,0.600394,5.0,10.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid,1
COPPER,Springtails & soil mites,0.6180814,0.600394,1.0,8.0,0.0,2.0,No record,dtxsid,1
COPPER,Mycorrhizal fungi,0.6180814,0.600394,0.0,0.0,0.0,0.0,No record,dtxsid,1
COPPER,Soil bacteria & protozoa,0.6180814,0.600394,0.0,0.0,0.0,0.0,No record,dtxsid,1
FATTY ALCOHOLS,Earthworms & potworms,0.586376,0.3490264,,,,,CAS unresolved,unresolved,0
FATTY ALCOHOLS,Springtails & soil mites,0.586376,0.3490264,,,,,CAS unresolved,unresolved,0
FATTY ALCOHOLS,Mycorrhizal fungi,0.586376,0.3490264,,,,,CAS unresolved,unresolved,0
FATTY ALCOHOLS,Soil bacteria & protozoa,0.586376,0.3490264,,,,,CAS unresolved,unresolved,0
CLOMAZONE,Earthworms & potworms,0.5120769000000001,0.4823035,0.0,0.0,0.0,0.0,No record,dtxsid,1
CLOMAZONE,Springtails & soil mites,0.5120769000000001,0.4823035,0.0,0.0,0.0,0.0,No record,dtxsid,1
CLOMAZONE,Mycorrhizal fungi,0.5120769000000001,0.4823035,0.0,0.0,0.0,0.0,No record,dtxsid,1
CLOMAZONE,Soil bacteria & protozoa,0.5120769000000001,0.4823035,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIOBENCARB,Earthworms & potworms,0.4713941,0.3719511,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
THIOBENCARB,Springtails & soil mites,0.4713941,0.3719511,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
THIOBENCARB,Mycorrhizal fungi,0.4713941,0.3719511,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
THIOBENCARB,Soil bacteria & protozoa,0.4713941,0.3719511,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PHOSPHORIC ACID,Earthworms & potworms,0.4689595,0.3451945,4.0,7.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(168),169
PHOSPHORIC ACID,Springtails & soil mites,0.4689595,0.3451945,2.0,4.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(168),169
PHOSPHORIC ACID,Mycorrhizal fungi,0.4689595,0.3451945,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(168),169
PHOSPHORIC ACID,Soil bacteria & protozoa,0.4689595,0.3451945,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(168),169
PROMETRYN,Earthworms & potworms,0.4652088,0.4023514,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROMETRYN,Springtails & soil mites,0.4652088,0.4023514,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROMETRYN,Mycorrhizal fungi,0.4652088,0.4023514,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
PROMETRYN,Soil bacteria & protozoa,0.4652088,0.4023514,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ACIFLUORFEN,Earthworms & potworms,0.4620655,0.2512896,1.0,1.0,0.0,2.0,No record,dtxsid+name_family(8),9
ACIFLUORFEN,Springtails & soil mites,0.4620655,0.2512896,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
ACIFLUORFEN,Mycorrhizal fungi,0.4620655,0.2512896,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
ACIFLUORFEN,Soil bacteria & protozoa,0.4620655,0.2512896,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(8),9
PROTHIOCONAZOLE,Earthworms & potworms,0.43720790000000004,0.3498469,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
PROTHIOCONAZOLE,Springtails & soil mites,0.43720790000000004,0.3498469,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
PROTHIOCONAZOLE,Mycorrhizal fungi,0.43720790000000004,0.3498469,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
PROTHIOCONAZOLE,Soil bacteria & protozoa,0.43720790000000004,0.3498469,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
DIMETHOATE,Earthworms & potworms,0.4350716,0.15838929999999998,17.0,80.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid,1
DIMETHOATE,Springtails & soil mites,0.4350716,0.15838929999999998,14.0,43.0,4.0,5.0,"Field, single season (<1 yr)",dtxsid,1
DIMETHOATE,Mycorrhizal fungi,0.4350716,0.15838929999999998,0.0,0.0,0.0,0.0,No record,dtxsid,1
DIMETHOATE,Soil bacteria & protozoa,0.4350716,0.15838929999999998,0.0,0.0,0.0,0.0,No record,dtxsid,1
DICROTOPHOS,Earthworms & potworms,0.4319737,0.4117657,0.0,0.0,0.0,0.0,No record,dtxsid,1
DICROTOPHOS,Springtails & soil mites,0.4319737,0.4117657,0.0,0.0,0.0,0.0,No record,dtxsid,1
DICROTOPHOS,Mycorrhizal fungi,0.4319737,0.4117657,0.0,0.0,0.0,0.0,No record,dtxsid,1
DICROTOPHOS,Soil bacteria & protozoa,0.4319737,0.4117657,0.0,0.0,0.0,0.0,No record,dtxsid,1
IMAZETHAPYR,Earthworms & potworms,0.38914129999999997,0.32656759999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
IMAZETHAPYR,Springtails & soil mites,0.38914129999999997,0.32656759999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
IMAZETHAPYR,Mycorrhizal fungi,0.38914129999999997,0.32656759999999996,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(5),6
IMAZETHAPYR,Soil bacteria & protozoa,0.38914129999999997,0.32656759999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
PICLORAM,Earthworms & potworms,0.3700624,0.2683351,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(17),18
PICLORAM,Springtails & soil mites,0.3700624,0.2683351,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(17),18
PICLORAM,Mycorrhizal fungi,0.3700624,0.2683351,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(17),18
PICLORAM,Soil bacteria & protozoa,0.3700624,0.2683351,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(17),18
METHYL BROMIDE,Earthworms & potworms,0.367409,0.1201899,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
METHYL BROMIDE,Springtails & soil mites,0.367409,0.1201899,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
METHYL BROMIDE,Mycorrhizal fungi,0.367409,0.1201899,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
METHYL BROMIDE,Soil bacteria & protozoa,0.367409,0.1201899,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
TRIFLOXYSTROBIN,Earthworms & potworms,0.36068890000000003,0.2352431,1.0,1.0,0.0,2.0,No record,dtxsid,1
TRIFLOXYSTROBIN,Springtails & soil mites,0.36068890000000003,0.2352431,0.0,0.0,0.0,0.0,No record,dtxsid,1
TRIFLOXYSTROBIN,Mycorrhizal fungi,0.36068890000000003,0.2352431,0.0,0.0,0.0,0.0,No record,dtxsid,1
TRIFLOXYSTROBIN,Soil bacteria & protozoa,0.36068890000000003,0.2352431,0.0,0.0,0.0,0.0,No record,dtxsid,1
MSMA,Earthworms & potworms,0.3542546,0.18230929999999998,0.0,0.0,0.0,0.0,No record,dtxsid,1
MSMA,Springtails & soil mites,0.3542546,0.18230929999999998,0.0,0.0,0.0,0.0,No record,dtxsid,1
MSMA,Mycorrhizal fungi,0.3542546,0.18230929999999998,0.0,0.0,0.0,0.0,No record,dtxsid,1
MSMA,Soil bacteria & protozoa,0.3542546,0.18230929999999998,0.0,0.0,0.0,0.0,No record,dtxsid,1
LACTOFEN,Earthworms & potworms,0.34836009999999995,0.142322,0.0,0.0,0.0,0.0,No record,dtxsid,1
LACTOFEN,Springtails & soil mites,0.34836009999999995,0.142322,0.0,0.0,0.0,0.0,No record,dtxsid,1
LACTOFEN,Mycorrhizal fungi,0.34836009999999995,0.142322,0.0,0.0,0.0,0.0,No record,dtxsid,1
LACTOFEN,Soil bacteria & protozoa,0.34836009999999995,0.142322,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYHALOTHRIN-LAMBDA,Earthworms & potworms,0.3441317,0.2550175,8.0,29.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid,1
CYHALOTHRIN-LAMBDA,Springtails & soil mites,0.3441317,0.2550175,3.0,7.0,1.0,4.0,"Lab, not in soil",dtxsid,1
CYHALOTHRIN-LAMBDA,Mycorrhizal fungi,0.3441317,0.2550175,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYHALOTHRIN-LAMBDA,Soil bacteria & protozoa,0.3441317,0.2550175,0.0,0.0,0.0,0.0,No record,dtxsid,1
SAFLUFENACIL,Earthworms & potworms,0.3375224,0.2500446,0.0,0.0,0.0,0.0,No record,dtxsid,1
SAFLUFENACIL,Springtails & soil mites,0.3375224,0.2500446,0.0,0.0,0.0,0.0,No record,dtxsid,1
SAFLUFENACIL,Mycorrhizal fungi,0.3375224,0.2500446,0.0,0.0,0.0,0.0,No record,dtxsid,1
SAFLUFENACIL,Soil bacteria & protozoa,0.3375224,0.2500446,0.0,0.0,0.0,0.0,No record,dtxsid,1
COPPER SULFATE,Earthworms & potworms,0.33710759999999995,0.3200424,22.0,128.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(2),3
COPPER SULFATE,Springtails & soil mites,0.33710759999999995,0.3200424,7.0,31.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(2),3
COPPER SULFATE,Mycorrhizal fungi,0.33710759999999995,0.3200424,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
COPPER SULFATE,Soil bacteria & protozoa,0.33710759999999995,0.3200424,1.0,1.0,0.0,1.0,No record,dtxsid+name_family(2),3
IMIDACLOPRID,Earthworms & potworms,0.32430640000000005,0.24714370000000002,38.0,114.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(20),21
IMIDACLOPRID,Springtails & soil mites,0.32430640000000005,0.24714370000000002,18.0,117.0,5.0,5.0,"Field, >=1 year",dtxsid+name_family(20),21
IMIDACLOPRID,Mycorrhizal fungi,0.32430640000000005,0.24714370000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(20),21
IMIDACLOPRID,Soil bacteria & protozoa,0.32430640000000005,0.24714370000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(20),21
CARBARYL,Earthworms & potworms,0.31953859999999995,0.17337660000000002,32.0,162.0,5.0,5.0,"Field, >=1 year",dtxsid+name_family(2),3
CARBARYL,Springtails & soil mites,0.31953859999999995,0.17337660000000002,7.0,66.0,4.0,5.0,"Field, single season (<1 yr)",dtxsid+name_family(2),3
CARBARYL,Mycorrhizal fungi,0.31953859999999995,0.17337660000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CARBARYL,Soil bacteria & protozoa,0.31953859999999995,0.17337660000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PHOSMET,Earthworms & potworms,0.3098186,0.34478179999999997,0.0,0.0,0.0,0.0,No record,dtxsid,1
PHOSMET,Springtails & soil mites,0.3098186,0.34478179999999997,0.0,0.0,0.0,0.0,No record,dtxsid,1
PHOSMET,Mycorrhizal fungi,0.3098186,0.34478179999999997,0.0,0.0,0.0,0.0,No record,dtxsid,1
PHOSMET,Soil bacteria & protozoa,0.3098186,0.34478179999999997,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUTOLANIL,Earthworms & potworms,0.30831379999999997,0.2480661,1.0,1.0,0.0,2.0,No record,dtxsid+name_family(1),2
FLUTOLANIL,Springtails & soil mites,0.30831379999999997,0.2480661,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUTOLANIL,Mycorrhizal fungi,0.30831379999999997,0.2480661,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUTOLANIL,Soil bacteria & protozoa,0.30831379999999997,0.2480661,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
MEPIQUAT,Earthworms & potworms,0.3010162,0.3008079,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(7),8
MEPIQUAT,Springtails & soil mites,0.3010162,0.3008079,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(7),8
MEPIQUAT,Mycorrhizal fungi,0.3010162,0.3008079,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(7),8
MEPIQUAT,Soil bacteria & protozoa,0.3010162,0.3008079,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(7),8
FLUXAPYROXAD,Earthworms & potworms,0.298705,0.1981156,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUXAPYROXAD,Springtails & soil mites,0.298705,0.1981156,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUXAPYROXAD,Mycorrhizal fungi,0.298705,0.1981156,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUXAPYROXAD,Soil bacteria & protozoa,0.298705,0.1981156,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ISOXAFLUTOLE,Earthworms & potworms,0.29866529999999997,0.2488551,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
ISOXAFLUTOLE,Springtails & soil mites,0.29866529999999997,0.2488551,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
ISOXAFLUTOLE,Mycorrhizal fungi,0.29866529999999997,0.2488551,1.0,3.0,0.0,3.0,No record,dtxsid+name_family(2),3
ISOXAFLUTOLE,Soil bacteria & protozoa,0.29866529999999997,0.2488551,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
BACILLUS THURINGIENSIS,Earthworms & potworms,0.2880418,0.1864387,,,,,CAS unresolved,unresolved,0
BACILLUS THURINGIENSIS,Springtails & soil mites,0.2880418,0.1864387,,,,,CAS unresolved,unresolved,0
BACILLUS THURINGIENSIS,Mycorrhizal fungi,0.2880418,0.1864387,,,,,CAS unresolved,unresolved,0
BACILLUS THURINGIENSIS,Soil bacteria & protozoa,0.2880418,0.1864387,,,,,CAS unresolved,unresolved,0
QUINCLORAC,Earthworms & potworms,0.2658547,0.239816,0.0,0.0,0.0,0.0,No record,dtxsid,1
QUINCLORAC,Springtails & soil mites,0.2658547,0.239816,0.0,0.0,0.0,0.0,No record,dtxsid,1
QUINCLORAC,Mycorrhizal fungi,0.2658547,0.239816,0.0,0.0,0.0,0.0,No record,dtxsid,1
QUINCLORAC,Soil bacteria & protozoa,0.2658547,0.239816,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEMBOTRIONE,Earthworms & potworms,0.262019,0.21822870000000003,1.0,2.0,0.0,3.0,No record,dtxsid,1
TEMBOTRIONE,Springtails & soil mites,0.262019,0.21822870000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEMBOTRIONE,Mycorrhizal fungi,0.262019,0.21822870000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
TEMBOTRIONE,Soil bacteria & protozoa,0.262019,0.21822870000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
MALEIC HYDRAZIDE,Earthworms & potworms,0.2576523,0.2040304,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(19),20
MALEIC HYDRAZIDE,Springtails & soil mites,0.2576523,0.2040304,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(19),20
MALEIC HYDRAZIDE,Mycorrhizal fungi,0.2576523,0.2040304,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(19),20
MALEIC HYDRAZIDE,Soil bacteria & protozoa,0.2576523,0.2040304,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(19),20
AMINOPYRALID,Earthworms & potworms,0.2435926,0.2075059,0.0,0.0,0.0,0.0,No record,dtxsid,1
AMINOPYRALID,Springtails & soil mites,0.2435926,0.2075059,0.0,0.0,0.0,0.0,No record,dtxsid,1
AMINOPYRALID,Mycorrhizal fungi,0.2435926,0.2075059,0.0,0.0,0.0,0.0,No record,dtxsid,1
AMINOPYRALID,Soil bacteria & protozoa,0.2435926,0.2075059,0.0,0.0,0.0,0.0,No record,dtxsid,1
PERMETHRIN,Earthworms & potworms,0.2343635,0.0773866,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
PERMETHRIN,Springtails & soil mites,0.2343635,0.0773866,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
PERMETHRIN,Mycorrhizal fungi,0.2343635,0.0773866,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
PERMETHRIN,Soil bacteria & protozoa,0.2343635,0.0773866,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
ZIRAM,Earthworms & potworms,0.2225095,0.2584817,0.0,0.0,0.0,0.0,No record,dtxsid,1
ZIRAM,Springtails & soil mites,0.2225095,0.2584817,0.0,0.0,0.0,0.0,No record,dtxsid,1
ZIRAM,Mycorrhizal fungi,0.2225095,0.2584817,3.0,13.0,4.0,4.0,"Field, single season (<1 yr)",dtxsid,1
ZIRAM,Soil bacteria & protozoa,0.2225095,0.2584817,0.0,0.0,0.0,0.0,No record,dtxsid,1
"2,4-DB",Earthworms & potworms,0.2221371,0.1594754,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
"2,4-DB",Springtails & soil mites,0.2221371,0.1594754,1.0,3.0,0.0,4.0,No record,dtxsid+name_family(4),5
"2,4-DB",Mycorrhizal fungi,0.2221371,0.1594754,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
"2,4-DB",Soil bacteria & protozoa,0.2221371,0.1594754,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
ALACHLOR,Earthworms & potworms,0.2107614,0.0289321,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ALACHLOR,Springtails & soil mites,0.2107614,0.0289321,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ALACHLOR,Mycorrhizal fungi,0.2107614,0.0289321,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ALACHLOR,Soil bacteria & protozoa,0.2107614,0.0289321,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIFENOCONAZOLE,Earthworms & potworms,0.2077424,0.1475868,1.0,1.0,0.0,1.0,No record,dtxsid,1
DIFENOCONAZOLE,Springtails & soil mites,0.2077424,0.1475868,0.0,0.0,0.0,0.0,No record,dtxsid,1
DIFENOCONAZOLE,Mycorrhizal fungi,0.2077424,0.1475868,0.0,0.0,0.0,0.0,No record,dtxsid,1
DIFENOCONAZOLE,Soil bacteria & protozoa,0.2077424,0.1475868,0.0,0.0,0.0,0.0,No record,dtxsid,1
PICOXYSTROBIN,Earthworms & potworms,0.2045052,0.0731714,,,,,CAS unresolved,unresolved,0
PICOXYSTROBIN,Springtails & soil mites,0.2045052,0.0731714,,,,,CAS unresolved,unresolved,0
PICOXYSTROBIN,Mycorrhizal fungi,0.2045052,0.0731714,,,,,CAS unresolved,unresolved,0
PICOXYSTROBIN,Soil bacteria & protozoa,0.2045052,0.0731714,,,,,CAS unresolved,unresolved,0
METHOMYL,Earthworms & potworms,0.2007317,0.2064633,5.0,10.0,2.0,2.0,"Lab, in soil, acute (<=14 d)",dtxsid+name_family(6),7
METHOMYL,Springtails & soil mites,0.2007317,0.2064633,3.0,15.0,2.0,4.0,"Lab, in soil, acute (<=14 d)",dtxsid+name_family(6),7
METHOMYL,Mycorrhizal fungi,0.2007317,0.2064633,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
METHOMYL,Soil bacteria & protozoa,0.2007317,0.2064633,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
DODINE,Earthworms & potworms,0.2006093,0.20335229999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
DODINE,Springtails & soil mites,0.2006093,0.20335229999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
DODINE,Mycorrhizal fungi,0.2006093,0.20335229999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
DODINE,Soil bacteria & protozoa,0.2006093,0.20335229999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
HEXAZINONE,Earthworms & potworms,0.19450420000000002,0.0790912,0.0,0.0,0.0,0.0,No record,dtxsid,1
HEXAZINONE,Springtails & soil mites,0.19450420000000002,0.0790912,0.0,0.0,0.0,0.0,No record,dtxsid,1
HEXAZINONE,Mycorrhizal fungi,0.19450420000000002,0.0790912,0.0,0.0,0.0,0.0,No record,dtxsid,1
HEXAZINONE,Soil bacteria & protozoa,0.19450420000000002,0.0790912,0.0,0.0,0.0,0.0,No record,dtxsid,1
CHLORANTRANILIPROLE,Earthworms & potworms,0.1941753,0.1222408,1.0,4.0,0.0,2.0,No record,dtxsid+name_family(3),4
CHLORANTRANILIPROLE,Springtails & soil mites,0.1941753,0.1222408,1.0,2.0,0.0,4.0,No record,dtxsid+name_family(3),4
CHLORANTRANILIPROLE,Mycorrhizal fungi,0.1941753,0.1222408,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
CHLORANTRANILIPROLE,Soil bacteria & protozoa,0.1941753,0.1222408,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
THIDIAZURON,Earthworms & potworms,0.1914641,0.1881159,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIDIAZURON,Springtails & soil mites,0.1914641,0.1881159,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIDIAZURON,Mycorrhizal fungi,0.1914641,0.1881159,0.0,0.0,0.0,0.0,No record,dtxsid,1
THIDIAZURON,Soil bacteria & protozoa,0.1914641,0.1881159,0.0,0.0,0.0,0.0,No record,dtxsid,1
METCONAZOLE,Earthworms & potworms,0.1888844,0.1171335,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
METCONAZOLE,Springtails & soil mites,0.1888844,0.1171335,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
METCONAZOLE,Mycorrhizal fungi,0.1888844,0.1171335,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
