compound,child_corr,adult_corr,ratio_corrected,ratio_uncorrected,child_detect_pct
Glyphosate,0.6325301204819278,0.33859649122807023,1.8680941382108747,1.5445205479452055,85.02483683580509
TCPy (chlorpyrifos metabolite),1.9594594594594594,1.0447761194029852,1.8754826254826251,1.3636363636363635,99.59203031747637
"2,4-D",0.5686274509803921,0.31020408163265306,1.8330753353973168,1.4444444444444444,88.76433142479813
